niv,deiziad_degemer,insee,kumun,stagadenn,lec_hanv,stumm_orin,rummad,stumm_dibab,deiziad_restr
6949,1991-01-04,29174,Ploneour-Lanwern,,Plonéour-Lanvern,Plonéour-Lanvern,Kumun,Ploneour-Lanwern,2016-02-08
124804,2012-01-04,29174,Ploneour-Lanwern,Ecole,Notre-Dame de Bon Secours,Ecole Notre-Dame de Bon Secours,Monumant,Skol Itron-Varia Wir-Sikour,2016-02-08
78129,2007-10-23,29174,Ploneour-Lanwern,,Pen Yeun,Pen Yeun,Kêriadenn,Penn Yeun,2016-02-08
91892,2007-10-23,29174,Ploneour-Lanwern,,Koed Kergoulouarn,Koed Kergoulouarn,Koad,Koed Kergoulouarn,2016-02-08
91982,2007-10-23,29174,Ploneour-Lanwern,,Feunteun ar Poul Bian,Feunteun ar Poul Bian,Monumant,Feunteun ar Poull Bihan,2016-02-08
78272,2007-10-23,29174,Ploneour-Lanwern,,Minodic,Minodic,Kêriadenn,Minodig,2016-02-08
77982,2007-10-23,29174,Ploneour-Lanwern,,Keriforn Vian,Keriforn Vian,Kêriadenn,Keriforn Vihan,2016-02-08
77922,2007-10-23,29174,Ploneour-Lanwern,,Treluan Vras,Treluan Vras,Kêriadenn,Treluan Vras,2016-02-08
66534,2007-10-23,29174,Ploneour-Lanwern,,Kervrouyen,Kervrouyen,Kêriadenn,Kervrouien,2016-02-08
91984,2007-10-23,29174,Ploneour-Lanwern,Moulin de,Quélordan,Moulin de Quélordan,Kêriadenn,Meilh Gelordan,2016-02-08
91894,2007-10-23,29174,Ploneour-Lanwern,,Kergueff Izelañ,Kergueff Izelañ,Kêriadenn,Kergef Izelañ,2016-02-08
66522,2007-10-23,29174,Ploneour-Lanwern,,Kervant,Kervant,Kêriadenn,Kervan,2016-02-08
91950,2007-10-23,29174,Ploneour-Lanwern,,Ar Maner Kozh,Ar Maner Kozh,Kêriadenn,Ar Maner Kozh,2016-02-08
66438,2007-10-23,29174,Ploneour-Lanwern,,Keréonval,Keréonval,Kêriadenn,Kereonwel,2016-02-08
91875,2007-10-23,29174,Ploneour-Lanwern,,Kanol Pont Iliz,Kanol Pont Iliz,Dour,Kanol Pont Iliz,2016-02-08
78296,2007-10-23,29174,Ploneour-Lanwern,,Ty Nevez Callac,Ty Nevez Callac,Kêriadenn,Ti Nevez Kalleg,2016-02-08
78262,2007-10-23,29174,Ploneour-Lanwern,Manoir de,Kerhuel,Manoir de Kerhuel,Kêriadenn,Maner Keruhel,2016-02-08
66584,2007-10-23,29174,Ploneour-Lanwern,,Pratoizec,Pratoizec,Kêriadenn,Pradoazeg,2016-02-08
66502,2007-10-23,29174,Ploneour-Lanwern,,Kerruc,Kerruc,Kêriadenn,Kerrug,2016-02-08
78168,2007-10-23,29174,Ploneour-Lanwern,,Boderes Vian,Boderes Vian,Kêriadenn,Ar Boderezh Vihan,2016-02-08
91940,2007-10-23,29174,Ploneour-Lanwern,,Lesbervé Huéla,Lesbervé Huéla,Kêriadenn,Lesberved Uhelañ,2016-02-08
78017,2007-10-23,29174,Ploneour-Lanwern,,Kerbreac'h,Kerbreac'h,Kêriadenn,Kerbrec'h,2016-02-08
91933,2007-10-23,29174,Ploneour-Lanwern,,Hent Languivoa,Hent Languivoa,Hent,Hent Langiwa,2016-02-08
78024,2007-10-23,29174,Ploneour-Lanwern,,Kernalec,Kernalec,Kêriadenn,Kernaleg,2016-02-08
78131,2007-10-23,29174,Ploneour-Lanwern,,Créac'h Ru,Créac'h Ru,Kêriadenn,Krec'h Ruz,2016-02-08
82201,2007-10-23,29174,Ploneour-Lanwern,,Bonne Nouvelle,Bonne Nouvelle,Kêriadenn,Keloù Mat,2016-02-08
91932,2007-10-23,29174,Ploneour-Lanwern,,Feunteun Languivoa,Feunteun Languivoa,Monumant,Feunteun Langiwa,2016-02-08
78102,2007-10-23,29174,Ploneour-Lanwern,,Keristic Vian,Keristic Vian,Kêriadenn,Keristig Vihan,2016-02-08
77994,2007-10-23,29174,Ploneour-Lanwern,,Brenanvec Nevez,Brenanvec Nevez,Kêriadenn,Brenañveg Nevez,2016-02-08
66576,2007-10-23,29174,Ploneour-Lanwern,,Pénisquin,Pénisquin,Kêriadenn,Penniskin,2016-02-08
78146,2007-10-23,29174,Ploneour-Lanwern,,Penfrat Nevez,Penfrat Nevez,Kêriadenn,Penfrad Nevez,2016-02-08
92005,2007-10-23,29174,Ploneour-Lanwern,,Tréordo huella,Tréordo huella,Kêriadenn,Treordo Uhelañ,2016-02-08
77924,2007-10-23,29174,Ploneour-Lanwern,,Keryan,Keryan,Kêriadenn,Keryann,2016-02-08
78275,2007-10-23,29174,Ploneour-Lanwern,Moulin de,Lanvern,Moulin de Lanvern,Kêriadenn,Meilh Lanwern,2016-02-08
66454,2007-10-23,29174,Ploneour-Lanwern,,Kergonian,Kergonian,Kêriadenn,Kergonian,2016-02-08
82248,2007-10-23,29174,Ploneour-Lanwern,,Kermeurysac,Kermeurysac,Kêriadenn,Kerveurizag,2016-02-08
78138,2007-10-23,29174,Ploneour-Lanwern,,Rest Vian,Rest Vian,Kêriadenn,Ar Rest Vihan,2016-02-08
78080,2007-10-23,29174,Ploneour-Lanwern,,Kerfoulard,Kerfoulard,Kêriadenn,Kerfoular,2016-02-08
78133,2007-10-23,29174,Ploneour-Lanwern,,Creniat Vras,Creniat Vras,Kêriadenn,Ar C'hreniad Vras,2016-02-08
78124,2007-10-23,29174,Ploneour-Lanwern,,Kerdalem,Kerdalem,Kêriadenn,Kerdalem,2016-02-08
78282,2007-10-23,29174,Ploneour-Lanwern,Route de,Pont l'Abbé,Route de Pont l'Abbé,Hent,Hent Pont-'n-Abad,2016-02-08
78246,2007-10-23,29174,Ploneour-Lanwern,L',Hermitage,L' Hermitage,Kêriadenn,An Ermitaj,2016-02-08
78155,2007-10-23,29174,Ploneour-Lanwern,,Toularcus,Toularcus,Kêriadenn,Toullarkuz,2016-02-08
91992,2007-10-23,29174,Ploneour-Lanwern,,Maner Sant Julien,Maner Sant Julien,Kêriadenn,Maner Sant Julien,2016-02-08
78020,2007-10-23,29174,Ploneour-Lanwern,,Stang ar Goulinet,Stang ar Goulinet,Kêriadenn,Stank ar Goulined,2016-02-08
66506,2007-10-23,29174,Ploneour-Lanwern,,Kerscoudou Kerscoudou,Kerscoudou Kerscoudou,Kêriadenn,Kerskoudoù,2016-02-08
66562,2007-10-23,29174,Ploneour-Lanwern,,Leurélez,Leurélez,Kêriadenn,Leurelez,2016-02-08
92011,2007-10-23,29174,Ploneour-Lanwern,,Poull ar Vilouri Gaoudal,Poull ar Vilouri Gaoudal,Monumant,Poull ar Vilouri Gaoudal,2016-02-08
78159,2007-10-23,29174,Ploneour-Lanwern,,Keroret Vihan,Keroret Vihan,Kêriadenn,Kerored Vihan,2016-02-08
78241,2007-10-23,29174,Ploneour-Lanwern,,Croix Languivoa,Croix Languivoa,Monumant,Kroez Langiwa,2016-02-08
78029,2007-10-23,29174,Ploneour-Lanwern,,Kerandraon,Kerandraon,Kêriadenn,Kerandraon,2016-02-08
82260,2007-10-23,29174,Ploneour-Lanwern,Fontaine,Saint-Sébastien,Fontaine Saint-Sébastien,Monumant,Feunteun Sant Sebastien,2016-02-08
91906,2007-10-23,29174,Ploneour-Lanwern,,Kerläouédec Creïs,Kerläouédec Creïs,Kêriadenn,Kerlaouedeg Greiz,2016-02-08
78279,2007-10-23,29174,Ploneour-Lanwern,,Penqueros,Penqueros,Kêriadenn,Penkêroz,2016-02-08
91915,2007-10-23,29174,Ploneour-Lanwern,,Kersonis Vras,Kersonis Vras,Kêriadenn,Kerzoniz Vras,2016-02-08
82231,2007-10-23,29174,Ploneour-Lanwern,Allée de,Ty Bout,Allée de Ty Bout,Hent,Estreved Ti Boud,2016-02-08
78267,2007-10-23,29174,Ploneour-Lanwern,,Mine Brenanvec,Mine Brenanvec,Kêriadenn,Mine Brenañveg,2016-02-08
82242,2007-10-23,29174,Ploneour-Lanwern,,Kerhelec,Kerhelec,Kêriadenn,Kerheleg,2016-02-08
77983,2007-10-23,29174,Ploneour-Lanwern,,Kermorvan,Kermorvan,Kêriadenn,Kervorvan,2016-02-08
82255,2007-10-23,29174,Ploneour-Lanwern,,Moulin Vert,Moulin Vert,Kêriadenn,Ar Veilh C'hlas,2016-02-08
82233,2007-10-23,29174,Ploneour-Lanwern,Moulin de,Tregalet,Moulin de Tregalet,Kêriadenn,Meilh Dregaled,2016-02-08
78108,2007-10-23,29174,Ploneour-Lanwern,,Kergambae Vras,Kergambae Vras,Kêriadenn,Kergambae Vras,2016-02-08
91899,2007-10-23,29174,Ploneour-Lanwern,,Kerhua Izelañ,Kerhua Izelañ,Kêriadenn,Keruha Izelañ,2016-02-08
78115,2007-10-23,29174,Ploneour-Lanwern,Le,Cosquer,Le Cosquer,Kêriadenn,Ar Gozhkêr,2016-02-08
78003,2007-10-23,29174,Ploneour-Lanwern,,Kereon,Kereon,Kêriadenn,Kereon,2016-02-08
91963,2007-10-23,29174,Ploneour-Lanwern,,Kanol ar Veilh Nevez,Kanol ar Veilh Nevez,Dour,Kanol ar Veilh Nevez,2016-02-08
91998,2007-10-23,29174,Ploneour-Lanwern,,An Toull Gak,An Toull Gak,Diseurt,An Toull Gak,2016-02-08
66592,2007-10-23,29174,Ploneour-Lanwern,,Trégalet,Trégalet,Kêriadenn,Tregaled,2016-02-08
92007,2007-10-23,29174,Ploneour-Lanwern,,Ti Istribilh,Ti Istribilh,Kêriadenn,Ti Istribilh,2016-02-08
91864,2007-10-23,29174,Ploneour-Lanwern,,Maner Brenanvec,Maner Brenanvec,Kêriadenn,Maner Brenañveg,2016-02-08
91946,2007-10-23,29174,Ploneour-Lanwern,,Poull Lescoulouarn,Poull Lescoulouarn,Monumant,Poull Leskoulouarn,2016-02-08
82249,2007-10-23,29174,Ploneour-Lanwern,,Keryvoal,Keryvoal,Kêriadenn,Kerriwal,2016-02-08
66544,2007-10-23,29174,Ploneour-Lanwern,,Lanvern,Lanvern,Kêriadenn,Lanwern,2016-02-08
78028,2007-10-23,29174,Ploneour-Lanwern,,Kerazan,Kerazan,Kêriadenn,Kerazan,2016-02-08
78014,2007-10-23,29174,Ploneour-Lanwern,Le,Helles Vian,Le Helles Vian,Kêriadenn,Hellez Vihan,2016-02-08
78164,2007-10-23,29174,Ploneour-Lanwern,,Kerleac'h Vras,Kerleac'h Vras,Kêriadenn,Kerlec'h Vras,2016-02-08
91904,2007-10-23,29174,Ploneour-Lanwern,,Kerignon Vian,Kerignon Vian,Kêriadenn,Kerignon Vihan,2016-02-08
66382,2007-10-23,29174,Ploneour-Lanwern,,Brahiliec,Brahiliec,Kêriadenn,Brec'hillieg,2016-02-08
78148,2007-10-23,29174,Ploneour-Lanwern,,Penanguer Vian,Penanguer Vian,Kêriadenn,Pennagêr Vihan,2016-02-08
82234,2007-10-23,29174,Ploneour-Lanwern,,Cornnebec,Cornnebec,Kêriadenn,Kornebeg,2016-02-08
91890,2007-10-23,29174,Ploneour-Lanwern,,Feunteun Kergonian,Feunteun Kergonian,Monumant,Feunteun Kergonian,2016-02-08
66600,2007-10-23,29174,Ploneour-Lanwern,,Treordo,Treordo,Kêriadenn,Treordo,2016-02-08
91925,2007-10-23,29174,Ploneour-Lanwern,,Kervrouyen Nevez,Kervrouyen Nevez,Kêriadenn,Kervrouien Nevez,2016-02-08
91886,2007-10-23,29174,Ploneour-Lanwern,Moulin de,Kerfoular,Moulin de Kerfoular,Kêriadenn,Meilh Gerfoular,2016-02-08
66462,2007-10-23,29174,Ploneour-Lanwern,,Kerguellou,Kerguellou,Kêriadenn,Kergellou,2016-02-08
66526,2007-10-23,29174,Ploneour-Lanwern,,Kerverien,Kerverien,Kêriadenn,Kerverien,2016-02-08
78023,2007-10-23,29174,Ploneour-Lanwern,La,Minée,La Minée,Kêriadenn,Ar Mine,2016-02-08
66440,2007-10-23,29174,Ploneour-Lanwern,,Kerfelest,Kerfelest,Kêriadenn,Kerfelez,2016-02-08
91988,2007-10-23,29174,Ploneour-Lanwern,,Otel Roscoz,Otel Roscoz,Kêriadenn,Otel Roskozh,2016-02-08
78297,2007-10-23,29174,Ploneour-Lanwern,,Ty Pin Languivoa,Ty Pin Languivoa,Kêriadenn,Ti Pin Langiwa,2016-02-08
91939,2007-10-23,29174,Ploneour-Lanwern,,Maner Lanvern,Maner Lanvern,Kêriadenn,Maner Lanwern,2016-02-08
78160,2007-10-23,29174,Ploneour-Lanwern,,Roscoz,Roscoz,Kêriadenn,Roskozh,2016-02-08
91912,2007-10-23,29174,Ploneour-Lanwern,,Kerruc Vien,Kerruc Vien,Kêriadenn,Kerrug Vihan,2016-02-08
78126,2007-10-23,29174,Ploneour-Lanwern,,Cosmaner,Cosmaner,Kêriadenn,Ar C'hozhvaner,2016-02-08
66556,2007-10-23,29174,Ploneour-Lanwern,,Lespenhy,Lespenhy,Kêriadenn,Lespenc'hi,2016-02-08
78113,2007-10-23,29174,Ploneour-Lanwern,,Kerprigent Bian,Kerprigent Bian,Kêriadenn,Kerbrijant Vihan,2016-02-08
91942,2007-10-23,29174,Ploneour-Lanwern,,Hent Lescoulouarn,Hent Lescoulouarn,Hent,Hent Leskoulouarn,2016-02-08
66492,2007-10-23,29174,Ploneour-Lanwern,,Kerniou,Kerniou,Kêriadenn,Kerniou,2016-02-08
66536,2007-10-23,29174,Ploneour-Lanwern,,Kreisker,Kreisker,Kêriadenn,Kreiskêr,2016-02-08
78175,2007-10-23,29174,Ploneour-Lanwern,,Keraël,Keraël,Kêriadenn,Kerael,2016-02-08
91941,2007-10-23,29174,Ploneour-Lanwern,,Feunteun Lescoulouarn,Feunteun Lescoulouarn,Monumant,Feunteun Leskoulouarn,2016-02-08
66478,2007-10-23,29174,Ploneour-Lanwern,,Kerlamen,Kerlamen,Kêriadenn,Kerlamen,2016-02-08
66390,2007-10-23,29174,Ploneour-Lanwern,,Breunteunvez,Breunteunvez,Kêriadenn,Brenteunvez,2016-02-08
78280,2007-10-23,29174,Ploneour-Lanwern,,Pont Sanved,Pont Sanved,Kêriadenn,Pont Sanved,2016-02-08
83912,2005-12-19,29212,Plouzane,,Coscastel,Coscastel,Diseurt,Koskastell,2016-02-08
3282,2005-12-19,29212,Plouzane,,Ilioc,Ilioc,Kêriadenn,An Iliog,2016-02-08
3655,2005-12-19,29212,Plouzane,,Keramazé,Keramazé,Kêriadenn,Keramazhe,2016-02-08
3349,2005-12-19,29212,Plouzane,,Lesvezien,Lesvezien,Kêriadenn,Lesvizien,2016-02-08
1995,2005-12-19,29212,Plouzane,Le,Reun,Le Reun,Kêriadenn,Ar Reun,2016-02-08
3329,2005-12-19,29212,Plouzane,,Kerourin,Kerourin,Kêriadenn,Kerourin,2016-02-08
83916,2005-12-19,29212,Plouzane,Anse du,Dellec,Anse du Dellec,Diseurt,Bae Delleg Vihan,2016-02-08
1466,2000-12-20,29212,Plouzane,Bois du,Coat,Bois du Coat,Koad,Ar C'hoad,2016-02-08
3310,2005-12-19,29212,Plouzane,,Keriars,Keriars,Kêriadenn,Keriarz,2016-02-08
3289,2005-12-19,29212,Plouzane,,Kerarbulvaz,Kerarbulvaz,Kêriadenn,Kerarbulvaz,2016-02-08
3270,2005-12-19,29212,Plouzane,Le,Coat,Le Coat,Kêriadenn,Ar C'hoad,2016-02-08
83945,2003-08-11,29212,Plouzane,Giratoire du,Petit Minou,Giratoire du Petit Minou,Hent,Kroashent-tro ar Minou Bihan,2016-02-08
138074,2014-05-21,29212,Plouzane,,Roz Coat,Roz Coat,Kêriadenn,Roz Koad,2016-02-08
3356,2005-12-19,29212,Plouzane,,Mesquiniec,Mesquiniec,Kêriadenn,Meskinieg,2016-02-08
2002,2005-12-19,29212,Plouzane,,Tremaïdic Creis,Tremaïdic Creis,Kêriadenn,Tremaidig Kreiz,2016-02-08
3317,2005-12-19,29212,Plouzane,,Kerjourdren,Kerjourdren,Kêriadenn,Kerjourdren,2016-02-08
3336,2005-12-19,29212,Plouzane,,Kersquivit,Kersquivit,Kêriadenn,Kerskivid,2016-02-08
83949,2005-12-19,29212,Plouzane,Le,Minou,Le Minou,Kêriadenn,Ar Minou,2016-02-08
1983,2005-12-19,29212,Plouzane,,Pen ar C'hoat,Pen ar C'hoat,Kêriadenn,Penn ar C'hoad an Argoad,2016-02-08
83934,2014-06-26,29212,Plouzane,,Kroaz-Teo,Kroaz-Teo,Kêriadenn,Kroaz Teo,2016-02-08
3297,2005-12-19,29212,Plouzane,,Kerascoet,Kerascoet,Kêriadenn,Keraskoed,2016-02-08
8496,2005-12-19,29212,Plouzane,La,Trinité,La Trinité,Kêriadenn,An Dreinded,2016-02-08
3277,2005-12-19,29212,Plouzane,Le,Petit Dellec,Le Petit Dellec,Beg,Delleg Vihan,2016-02-08
143051,2015-09-22,29212,Plouzane,,Penn ar Pont Kerhallet,Penn ar Pont Kerhallet,Kêriadenn,Penn ar Pont Kerc'haled,2016-02-08
3306,2005-12-19,29212,Plouzane,,Kerguestoc,Kerguestoc,Kêriadenn,Kergestog,2016-02-08
2009,2015-03-26,29212,Plouzane,,Ty Nevez,Ty Nevez,Kêriadenn,Ti Nevez,2016-02-08
3344,2005-12-19,29212,Plouzane,,Kerverrien Braz,Kerverrien Braz,Kêriadenn,Kerverien Vras,2016-02-08
1990,2005-12-19,29212,Plouzane,,Poncelin,Poncelin,Kêriadenn,Ponsilin,2016-02-08
3324,2005-12-19,29212,Plouzane,,Kerneac'h,Kerneac'h,Kêriadenn,Kerneac'h,2016-02-08
83944,2005-12-19,29212,Plouzane,,Porsquéné,Porsquéné,Diseurt,Porskene,2016-02-08
3304,2015-03-26,29212,Plouzane,,Kerézoun,Kerézoun,Kêriadenn,Kerezoun,2016-02-08
3657,2005-12-19,29212,Plouzane,,Mescouezel,Mescouezel,Kêriadenn,Meskouezel,2016-02-08
3265,2005-12-19,29212,Plouzane,,Ar C'heun,Ar C'heun,Kêriadenn,Ar C'heun,2016-02-08
83919,2005-12-19,29212,Plouzane,,Gorrekear,Gorrekear,Karter,Gorrekear,2016-02-08
3284,2005-12-19,29212,Plouzane,,Keralliou,Keralliou,Kêriadenn,Keraliou,2016-02-08
3351,2005-12-19,29212,Plouzane,Le,Mengant,Le Mengant,Kêriadenn,Ar Mengant,2016-02-08
1997,2005-12-19,29212,Plouzane,,Ruguellou,Ruguellou,Kêriadenn,Rugelloù,2016-02-08
3331,2005-12-19,29212,Plouzane,,Kersalaun,Kersalaun,Kêriadenn,Kersalaun,2016-02-08
83909,2005-12-19,29212,Plouzane,Le,Cloître,Le Cloître,Kêriadenn,Ar C'hloastr,2016-02-08
1627,1970-01-01,29212,Plouzane,Chapelle,Notre-Dame du Reun,Chapelle Notre-Dame du Reun,Monumant,Chapel Itron-Varia ar Reun,2016-02-08
3312,2005-12-19,29212,Plouzane,,Keriel,Keriel,Kêriadenn,Keryell,2016-02-08
83929,2005-12-19,29212,Plouzane,,Kerjean,Kerjean,Diseurt,Keryann,2016-02-08
3292,2005-12-19,29212,Plouzane,,Kerarguen,Kerarguen,Kêriadenn,Kerargwenn,2016-02-08
6845,2005-12-19,29212,Plouzane,Pointe du,Petit Minou,Pointe du Petit Minou,Beg,Beg ar Minou,2016-02-08
124861,2011-12-01,29212,Plouzane,Porte de,Plouzané,Porte de Plouzané,Diseurt,Dor Plouzane,2016-02-08
3272,2005-12-19,29212,Plouzane,,Coat Salou,Coat Salou,Kêriadenn,Koatsalou,2016-02-08
141728,2015-02-13,29212,Plouzane,Parc,Jacques Brel,Parc Jacques Brel,Takad,Park Jacques Brel,2016-02-08
3358,2005-12-19,29212,Plouzane,,Mezéles,Mezéles,Kêriadenn,Mezelez,2016-02-08
2004,2005-12-19,29212,Plouzane,,Tremaïdic Izella,Tremaïdic Izella,Kêriadenn,Tremaidig Izelañ,2016-02-08
83953,2005-12-19,29212,Plouzane,Le,Rest,Le Rest,Diseurt,Ar Rest,2016-02-08
1985,2005-12-19,29212,Plouzane,,Pen ar Créac'h,Pen ar Créac'h,Kêriadenn,Penn ar C'hreac'h,2016-02-08
3319,2015-05-22,29212,Plouzane,,Kerlavezan,Kerlavezan,Kêriadenn,Kerlavezan Vras,2016-02-08
3338,2005-12-19,29212,Plouzane,,Kerthomas,Kerthomas,Kêriadenn,Kerdomaz,2016-02-08
83936,2005-12-19,29212,Plouzane,,Lannevel,Lannevel,Kêriadenn,Lannevel,2016-02-08
3299,2005-12-19,29212,Plouzane,,Kerbinijen,Kerbinijen,Kêriadenn,Kerbinijen,2016-02-08
31770,2005-12-19,29212,Plouzane,,Bodonnou,Bodonnou,Kêriadenn,Bodonoù,2016-02-08
2011,2005-12-19,29212,Plouzane,,Vern Hallec,Vern Hallec,Kêriadenn,Ar Vern Haleg,2016-02-08
136264,2014-01-30,29212,Plouzane,Complexe de,Trémaïdic,Complexe de Trémaïdic,Monumant,Kreizenn Tremaidig,2016-02-08
3279,2005-12-19,29212,Plouzane,,Feunteun Sané,Feunteun Sané,Kêriadenn,Feunteun Sane,2016-02-08
3346,2005-12-19,29212,Plouzane,,Lannevel Bras,Lannevel Bras,Kêriadenn,Lannevel Vras,2016-02-08
1992,2005-12-19,29212,Plouzane,,Poulpiquet,Poulpiquet,Kêriadenn,Poulpiked,2016-02-08
3326,2005-12-19,29212,Plouzane,,Kerneis,Kerneis,Kêriadenn,Kerneiz,2016-02-08
83954,2005-12-19,29212,Plouzane,,Ti an Diaoul,Ti an Diaoul,Diseurt,Ti an Diaoul,2016-02-08
3307,2005-12-19,29212,Plouzane,,Kergoff,Kergoff,Kêriadenn,Kergo,2016-02-08
3286,2005-12-19,29212,Plouzane,,Kerandraon,Kerandraon,Kêriadenn,Keradraon,2016-02-08
4992,1970-01-01,29212,Plouzane,Pointe du,Diable,Pointe du Diable,Beg,Beg an Diaoul,2016-02-08
3267,2005-12-19,29212,Plouzane,,Brehellen,Brehellen,Kêriadenn,Brec'helen,2016-02-08
83927,2005-12-19,29212,Plouzane,,Kerbaleac'h,Kerbaleac'h,Diseurt,Kerbaleac'h,2016-02-08
3353,2005-12-19,29212,Plouzane,,Mescleuziou,Mescleuziou,Kêriadenn,Meskleuzioù,2016-02-08
1999,2005-12-19,29212,Plouzane,,Toulbaléna,Toulbaléna,Kêriadenn,Toulbalena,2016-02-08
3333,2005-12-19,29212,Plouzane,,Kersalaun Bras,Kersalaun Bras,Kêriadenn,Kersalaun Vras,2016-02-08
83920,2005-12-19,29212,Plouzane,Le,Grand Minou,Le Grand Minou,Diseurt,Ar Minou Bras,2016-02-08
1734,2014-05-21,29212,Plouzane,Port de Plaisance du,Dellec,Port de Plaisance du Dellec,Diseurt,Porzh-bageal Delleg,2016-02-08
3314,2005-12-19,29212,Plouzane,,Kerivin,Kerivin,Kêriadenn,Kerivin,2016-02-08
83931,2015-09-22,29212,Plouzane,,Kernevez,Kernevez,Kêriadenn,Kernevez ar Frañsig,2016-02-08
3294,2005-12-19,29212,Plouzane,,Kerarmestr,Kerarmestr,Kêriadenn,Keramestr,2016-02-08
7106,1970-01-01,29212,Plouzane,,Plouzané,Plouzané,Kumun,Plouzane,2016-02-08
127412,2012-04-23,29212,Plouzane,Espace,Eric Tabarly,Espace Eric Tabarly,Diseurt,Kreizenn Eric Tabarly,2016-02-08
3274,2005-12-19,29212,Plouzane,Le,Cosquer,Le Cosquer,Kêriadenn,Ar Gozhkêr,2016-02-08
142320,2015-03-16,29212,Plouzane,,Koadomnez Vihan,Koadomnez Vihan,Kêriadenn,Koadomnez Vihan,2016-02-08
3361,1970-01-01,29212,Plouzane,Corniche du,Minou,Corniche du Minou,Hent,Aod ar Minou,2016-02-08
2006,1970-01-01,29212,Plouzane,Fontaine de la,Trinité,Fontaine de la Trinité,Monumant,Feunteun an Dreinded,2016-02-08
83924,2005-12-19,29212,Plouzane,Moulin de,Keralliou,Moulin de Keralliou,Monumant,Milin Geraliou,2016-02-08
1987,2005-12-19,29212,Plouzane,,Pen ar Valy,Pen ar Valy,Kêriadenn,Penn ar Vali,2016-02-08
3321,2005-12-19,29212,Plouzane,,Kerlembars,Kerlembars,Kêriadenn,Kerlembarz,2016-02-08
3341,2005-12-19,29212,Plouzane,,Kervaogon,Kervaogon,Kêriadenn,Kervaogon,2016-02-08
83938,2005-12-19,29212,Plouzane,,Laougat,Laougat,Diseurt,Laougad,2016-02-08
3301,2005-12-19,29212,Plouzane,,Kerborhel,Kerborhel,Kêriadenn,Kerborc'hell,2016-02-08
83911,2005-12-19,29212,Plouzane,,Coatquillé,Coatquillé,Kêriadenn,Koatkilhe,2016-02-08
3281,2005-12-19,29212,Plouzane,L',Hospitalou,L' Hospitalou,Kêriadenn,An Ospitaloù,2016-02-08
3654,2005-12-19,29212,Plouzane,,Kerallan,Kerallan,Kêriadenn,Kerallann,2016-02-08
3348,2005-12-19,29212,Plouzane,,Lanrivinec,Lanrivinec,Kêriadenn,Lanrivineg,2016-02-08
1994,2005-12-19,29212,Plouzane,,Quilihouarn,Quilihouarn,Kêriadenn,Killihouarn,2016-02-08
3328,2005-12-19,29212,Plouzane,,Kerouhant,Kerouhant,Kêriadenn,Kerouc'han,2016-02-08
83942,2005-12-19,29212,Plouzane,,Trouhounan,Trouhounan,Kêriadenn,Trouc'hounan,2016-02-08
3309,2005-12-19,29212,Plouzane,,Kerharniel,Kerharniel,Kêriadenn,Kerarniel,2016-02-08
3288,2005-12-19,29212,Plouzane,,Kerarbelec,Kerarbelec,Kêriadenn,Kerarbeleg,2016-02-08
3269,2005-12-19,29212,Plouzane,,Coadenez,Coadenez,Kêriadenn,Koadenez,2016-02-08
23359,2005-03-26,29212,Plouzane,,Mezer Braz,Mezer Braz,Kêriadenn,Mez ar Braz,2016-02-08
3355,2005-12-19,29212,Plouzane,,Mesprat,Mesprat,Kêriadenn,Mesprad,2016-02-08
2001,2005-12-19,29212,Plouzane,,Tremaïdic,Tremaïdic,Kêriadenn,Tremaidig,2016-02-08
3316,2005-12-19,29212,Plouzane,,Kerjestin,Kerjestin,Kêriadenn,Kerjestin,2016-02-08
3335,2005-12-19,29212,Plouzane,,Kersausset,Kersausset,Kêriadenn,Kersaosed,2016-02-08
83939,2005-12-19,29212,Plouzane,Le,Louc'h,Le Louc'h,Diseurt,Al Louc'h,2016-02-08
1982,2014-05-22,29212,Plouzane,Le,Nevent,Le Nevent,Kêriadenn,Nevent,2016-02-08
83933,2005-12-19,29212,Plouzane,,Koad an Ifern,Koad an Ifern,Koad,Koad an Ifern,2016-02-08
3296,2005-12-19,29212,Plouzane,,Kerarrouz,Kerarrouz,Kêriadenn,Kerarrouz,2016-02-08
3276,2005-12-19,29212,Plouzane,Le Grand,Dellec,Le Grand Dellec,Beg,Beg Delleg Vras,2016-02-08
116370,2010-09-02,29212,Plouzane,Ecole,Anita Conti,Ecole Anita Conti,Monumant,Skol Anita Conti,2016-02-08
83925,2005-12-19,29212,Plouzane,,Kerargouriz,Kerargouriz,Kêriadenn,Kerargouriz,2016-02-08
2008,2015-03-26,29212,Plouzane,,Ty Coz,Ty Coz,Kêriadenn,Ti Kozh,2016-02-08
3343,2005-12-19,29212,Plouzane,,Kerverrien Bihan,Kerverrien Bihan,Kêriadenn,Kerverien Vihan,2016-02-08
1989,2005-12-19,29212,Plouzane,,Penhoat,Penhoat,Kêriadenn,Penc'hoad,2016-02-08
3323,2005-12-19,29212,Plouzane,,Kernazec,Kernazec,Kêriadenn,Kernazeg,2016-02-08
83947,2005-12-19,29212,Plouzane,,Penhuel,Penhuel,Kêriadenn,Penhul,2016-02-08
3303,2005-12-19,29212,Plouzane,,Kerebihan,Kerebihan,Kêriadenn,Kerebian,2016-02-08
3656,2005-12-19,29212,Plouzane,,Kroas-Saliou,Kroas-Saliou,Kêriadenn,Kroaz Saliou,2016-02-08
