"stagadenn","lec_hanv","kumun","insee","rummad","dibab",,,
"Chapelle","Sainte-Barbe","Pempoull",22162,"Monumant","Chapel Santez-Barba",,,
"Abbaye de","Beauport","Pempoull",22162,"Monumant","Abati Boporzh",,,
,"Poulafret","Pempoull",22162,"Kêriadenn","Poullafred",,,
"Grève de","Kerarzic","Pempoull",22162,"Dour","Aod Kerarzig",,,
,"Cruckin","Pempoull",22162,"Kêriadenn","Krukin",,,
,"Traou-Vilin","Pempoull",22162,"Kêriadenn","Traou Vilin",,,
,"Beauport","Pempoull",22162,"Kêriadenn","Boporzh",,,
"Pointe du","Guilben","Pempoull",22162,"Beg","Beg ar Gwilbenn",,,
,"Kergrist","Pempoull",22162,"Kêriadenn","Kergrist",,,
,"Kerity","Pempoull",22162,"Kêriadenn","Keriti",,,
,"Kerloury","Pempoull",22162,"Kêriadenn","Kerlouri",,,
"Anse de","Paimpol","Pempoull",22162,"Dour","Bae Pempoull",,,
,"Paimpol","Pempoull",22162,"Kumun","Pempoull",,,
,"Penvern","Pempoull",22162,"Kêriadenn","Penwern",,,
,"Plounez","Pempoull",22162,"Kêriadenn","Plounez",,,
,"Sainte-Barbe","Pempoull",22162,"Kêriadenn","Santez-Barba",,,
"Ecole publique de","Kerity","Pempoull",22162,"Monumant","Skol bublik Keriti",,,
"La","Lande Blanche","Pempoull",22162,"Diseurt","Lann Wenn",,,
"Chemin de","Kergiquel","Pempoull",22162,"Hent","Hent Kerjikel",,,
,"Keraoult","Pempoull",22162,"Kêriadenn","Kerraoul",,,
"Avenue de","Guerland","Pempoull",22162,"Hent","Bali ar Gerlann",,,
"Le","Quai Neuf","Pempoull",22162,"Hent","Ar C'hae Nevez",,,
"Rue des","Islandais","Pempoull",22162,"Hent","Straed Paotred an Island",,,
"Rue du","Quai","Pempoull",22162,"Hent","Straed ar C'hae",,,
"Rue du","Port","Pempoull",22162,"Hent","Straed ar Porzh",,,
"Rue","Saint Yves","Pempoull",22162,"Hent","Straed Sant Erwan",,,
"Place du","Martray","Pempoull",22162,"Hent","Plasenn ar Marc'had",,,
"Maison de","Gaud","Pempoull",22162,"Monumant","Ti Gaud",,,
"Le","Quinic","Pempoull",22162,"Dour","Ar C'hinig",,,
"La","Vieille Tour","Pempoull",22162,"Monumant","An Tour Kozh",,,
,"Kernoa","Pempoull",22162,"Kêriadenn","Kernoa",,,
"Jetée de","Kernoa","Pempoull",22162,"Monumant","Chaoser Kernoa",,,
"Maison","Corouge","Pempoull",22162,"Monumant","Ti Korouj",,,
"Maison","Jézéquel","Pempoull",22162,"Monumant","Ti Jezekel",,,
"Maison","Lambert","Pempoull",22162,"Monumant","Ti Lambert",,,
,"Lanvignec","Pempoull",22162,"Diseurt","Lanvinieg",,,
"Chapelle de","Lanvignec","Pempoull",22162,"Monumant","Chapel Lanvinieg",,,
"Maison","Armez","Pempoull",22162,"Hent","Ti Armez",,,
"Maison des","Plaisanciers","Pempoull",22162,"Monumant","Ti ar Vageerien",,,
"Rue des","Huit Patriotes","Pempoull",22162,"Hent","Straed an Eizh Patriot",,,
"Bois de","Beauport","Pempoull",22162,"Koad","Koad Boporzh",,,
,"Danet","Pempoull",22162,"Kêriadenn","Daned",,,
,"Kerquestel","Pempoull",22162,"Hent","Kergestell",,,
"Quai","Morand","Pempoull",22162,"Hent","Kae Morand",,,
"Quai de","Kernoa","Pempoull",22162,"Hent","Kae Kernoa",,,
"Quai","Pierre Loti","Pempoull",22162,"Hent","Kae Pierre Loti",,,
"Quai","Duguay-Trouin","Pempoull",22162,"Hent","Kae Duguay-Trouin",,,
"Rue de la","Marne","Pempoull",22162,"Hent","Straed ar Marn",,,
"Rue de la","Marne","Pempoull",22162,"Hent","Straed ar Marn",,,
"Place de la","Vieille Tour","Pempoull",22162,"Hent","Plasenn an Tour Kozh",,,
"Place","Gambetta","Pempoull",22162,"Hent","Plasenn Gambetta",,,
,"Lansalaun","Paoul",22163,"Kêriadenn","Lansalaun",,,
,"Paule","Paoul",22163,"Kumun","Paoul",,,
"La","Pie","Paoul",22163,"Kêriadenn","Meilh ar Big",,,
,"Saint-Eloy","Paoul",22163,"Kêriadenn","Sant-Alar",,,
"Aire de la","Pie","Paoul",22163,"Diseurt","Leur Meilh ar Big",,,
"Mémorial de la","Résistance","Paoul",22163,"Monumant","Kounlec'h ar Rezistañs",,,
,"Saint-Symphorien","Paoul",22163,"Kêriadenn","Sant Siñforian",,,
,"Bressilien","Paoul",22163,"Kêriadenn","Bresilien",,,
,"Placen Péron","Pederneg",22164,"Kêriadenn","Plasenn Peron",,,
,"Ménez Bré","Pederneg",22164,"Uhelenn","Menez Bre",,,
,"Pédernec","Pederneg",22164,"Kumun","Pederneg",,,
"le","Quinquis","Pederneg",22164,"Kêriadenn","Kenkiz",,,
,"Saint-Conéry","Pederneg",22164,"Kêriadenn","Sant-Goneri",,,
"Chapelle","Saint-Hervé","Pederneg",22164,"Monumant","Chapel Sant Herve",,,
,"Miquez","Pederneg",22164,"Kêriadenn","Mikez",,,
,"Croix Rivoaland","Pederneg",22164,"Kêriadenn","Kroaz Riwalan",,,
"Les","Fontaines","Pederneg",22164,"Kêriadenn","Ar Feunteunioù",,,
,"Guern an Stivel","Pederneg",22164,"Kêriadenn","Gwern ar Stivell",,,
,"Guersalou","Pederneg",22164,"Kêriadenn","Gwersalou",,,
,"Kerambaly","Pederneg",22164,"Kêriadenn","Kerbali",,,
,"Keranguern","Pederneg",22164,"Kêriadenn","Kerwern",,,
,"Keranrouan","Pederneg",22164,"Kêriadenn","Kerrouan",,,
,"Kerbré","Pederneg",22164,"Kêriadenn","Kervre",,,
,"Kergillouard","Pederneg",22164,"Kêriadenn","Kerjilouard Vras",,,
,"Kerloas","Pederneg",22164,"Kêriadenn","Kerloaz",,,
,"Kermarie","Pederneg",22164,"Kêriadenn","Kermari",,,
,"Kermarjo","Pederneg",22164,"Kêriadenn","Kermarjo",,,
,"Kernevez Houanen","Pederneg",22164,"Kêriadenn","Ar Gernevez C'hwanenn",,,
,"Keroland","Pederneg",22164,"Kêriadenn","Kerrolant",,,
,"Kerprigent","Pederneg",22164,"Kêriadenn","Kerbrijant",,,
,"Kersquanvic","Pederneg",22164,"Kêriadenn","Kerskañvig",,,
,"Langonneau","Pederneg",22164,"Kêriadenn","Langono",,,
,"Lech Bré","Pederneg",22164,"Kêriadenn","Lec'h Bre",,,
,"Maudez","Pederneg",22164,"Kêriadenn","Maodez",,,
,"Park Land","Pederneg",22164,"Kêriadenn","Park Lann Vihan",,,
,"Pellegou","Pederneg",22164,"Kêriadenn","Pellegou",,,
,"Pen ar Vechen","Pederneg",22164,"Kêriadenn","Penn ar Vechenn",,,
,"Pont Jaudy","Pederneg",22164,"Kêriadenn","Pont Yeodi",,,
,"Pors Dreïn","Pederneg",22164,"Kêriadenn","Porzhtrein",,,
,"Pors Mind","Pederneg",22164,"Kêriadenn","Porzh Min",,,
,"Poulopry","Pederneg",22164,"Kêriadenn","Poulloù Pri",,,
,"Prat Hir","Pederneg",22164,"Kêriadenn","Prad Hir",,,
,"Rubabiou","Pederneg",22164,"Kêriadenn","Rubabiou",,,
,"Rudolen","Pederneg",22164,"Kêriadenn","Rudolenn",,,
,"Rugacous","Pederneg",22164,"Kêriadenn","Rugakouz",,,
"Le","Rumind","Pederneg",22164,"Kêriadenn","Rumin",,,
,"Runespern","Pederneg",22164,"Kêriadenn","Runspern",,,
,"Saint Jude","Pederneg",22164,"Kêriadenn","Sant Jueg",,,
,"Squibernévez","Pederneg",22164,"Kêriadenn","Skibernevez",,,
,"Traou Ar Voaz","Pederneg",22164,"Kêriadenn","Traou ar Wazh Bre",,,
,"Traou Voaz","Pederneg",22164,"Kêriadenn","Traou ar Wazh Skibernevez",,,
,"Traou Ker","Pederneg",22164,"Kêriadenn","Traou Kêr",,,
,"Trevourec","Pederneg",22164,"Kêriadenn","Trevoureg",,,
,"Ty Névez","Pederneg",22164,"Kêriadenn","Ti Nevez",,,
"Le","Yélen","Pederneg",22164,"Kêriadenn","Yelenn",,,
,"Ar Rent","Pederneg",22164,"Kêriadenn","Ar C'harhent",,,
,"Porz Daniel","Pederneg",22164,"Kêriadenn","Porzh Daniel",,,
,"Penn ar C'hoat","Pederneg",22164,"Kêriadenn","Penn ar C'hoad",,,
,"Pen ar Roz","Pederneg",22164,"Kêriadenn","Penn ar Roz",,,
,"Park an Traou","Pederneg",22164,"Kêriadenn","Park an Traou",,,
,"Saint-Efflam","Pederneg",22164,"Kêriadenn","Sant-Eflamm",,,
,"Toull ar Voaz","Pederneg",22164,"Kêriadenn","Toull ar Wazh",,,
,"Traou an Dour","Pederneg",22164,"Kêriadenn","Traou an Dour",,,
,"Allée Parquer","Pederneg",22164,"Kêriadenn","Ale Parker",,,
,"Bouzongnès","Pederneg",22164,"Kêriadenn","Bouzognez",,,
,"Coat ar Cleuziou","Pederneg",22164,"Kêriadenn","Koad Kleuzioù",,,
,"Collédou","Pederneg",22164,"Kêriadenn","Kolledoù",,,
,"Collet Meur","Pederneg",22164,"Kêriadenn","Kolled Veur",,,
,"Goaz Léo","Pederneg",22164,"Kêriadenn","Gwazh Leo",,,
,"Goaz Vron","Pederneg",22164,"Kêriadenn","Gwazh Vronn",,,
,"Guer Golliou","Pederneg",22164,"Kêriadenn","Gwergoliou",,,
,"Guerbol","Pederneg",22164,"Kêriadenn","Gwerbaol",,,
,"Hent Guer Bihan","Pederneg",22164,"Kêriadenn","Hengêr Vihan",,,
,"Hent Guer Meur","Pederneg",22164,"Kêriadenn","Hengêr Veur",,,
,"Kerbasquiou","Pederneg",22164,"Kêriadenn","Kerbaskiou",,,
,"Kerdessey","Pederneg",22164,"Kêriadenn","Kerdesei",,,
,"Kerfréven","Pederneg",22164,"Kêriadenn","Kerfreven",,,
,"Kerhoter","Pederneg",22164,"Kêriadenn","Keraoter",,,
,"Kerhuel","Pederneg",22164,"Kêriadenn","Keruhel",,,
,"Kerialen","Pederneg",22164,"Kêriadenn","Kerialen",,,
,"Kerlosquet","Pederneg",22164,"Kêriadenn","Kerlosket",,,
,"Kermataman Bihan","Pederneg",22164,"Kêriadenn","Kervataman Vihan",,,
,"Kermataman Braz","Pederneg",22164,"Kêriadenn","Kervataman Vras",,,
,"Kernévez","Pederneg",22164,"Kêriadenn","Kernevez",,,
,"Kernévez Bré","Pederneg",22164,"Kêriadenn","Kernevez Bre",,,
,"Kernévez-Jaudy","Pederneg",22164,"Kêriadenn","Kernevez Yeodi",,,
,"Kersalaün Huellan","Pederneg",22164,"Kêriadenn","Kersalaun Uhelañ",,,
,"Kersalaün Izellan","Pederneg",22164,"Kêriadenn","Kersalaun Izelañ",,,
,"Launay","Pederneg",22164,"Kêriadenn","Ar Wern",,,
,"Leïn Tan","Pederneg",22164,"Kêriadenn","Leintan",,,
"Le","Loc","Pederneg",22164,"Kêriadenn","Log",,,
,"Lorette","Pederneg",22164,"Kêriadenn","Loreta",,,
"Le","Manège","Pederneg",22164,"Kêriadenn","Ar Manej",,,
,"Milin an Hent","Pederneg",22164,"Kêriadenn","Milin an Hent",,,
,"Min-Hir","Pederneg",22164,"Kêriadenn","Min Hir",,,
,"Morsalec","Pederneg",22164,"Kêriadenn","Morsaleg",,,
,"Parc Menec'h","Pederneg",22164,"Kêriadenn","Park ar Venec'h",,,
,"Roscosto","Pederneg",22164,"Kêriadenn","Roskosto",,,
,"Roudouguin Creïs","Pederneg",22164,"Kêriadenn","Roudougwin Greiz",,,
,"Roudouguin Huellan","Pederneg",22164,"Kêriadenn","Roudougwin Krec'h",,,
,"Roudougwin Izelan","Pederneg",22164,"Kêriadenn","Roudougwin Traoñ",,,
,"Ruchant","Pederneg",22164,"Kêriadenn","Ruchant",,,
,"Run an Goff","Pederneg",22164,"Kêriadenn","Run ar Gov",,,
,"Tossen ar Run","Pederneg",22164,"Kêriadenn","Tosenn ar Run",,,
,"Traou an Guern","Pederneg",22164,"Kêriadenn","Traou ar Wern",,,
,"Tromoïc","Pederneg",22164,"Kêriadenn","Tromoig",,,
,"Tropont Bihan","Pederneg",22164,"Kêriadenn","Traou Pont Vihan",,,
,"Tropont Braz","Pederneg",22164,"Kêriadenn","Traou Pont Vras",,,
"Le","Vénec","Pederneg",22164,"Kêriadenn","Ar Venec'h",,,
,"Trezean","Pederneg",22164,"Kêriadenn","Trezean",,,
"Rue de la","Gare","Pederneg",22164,"Hent","Straed ar Gar",,,
"Rue du","Moulin","Pederneg",22164,"Hent","Straed ar Vilin",,,
"Rue de","Botlézan","Pederneg",22164,"Hent","Straed Bodlezan",,,
"Rue du","Calvaire","Pederneg",22164,"Hent","Straed ar C'halvar",,,
"Rue de la","Fontaine","Pederneg",22164,"Hent","Straed ar Feunteun",,,
"Rue","Croix Le Méner","Pederneg",22164,"Hent","Straed Kroaz ar Mener",,,
,"Penguily","Pengilli",22165,"Kumun","Pengilli",,,
"île du","Château Neuf","Perwenan",22166,"Enez","Ar C'hastell",,,
"île des","Genêts","Perwenan",22166,"Enez","Enez-Valaneg",,,
"île des","Levrettes","Perwenan",22166,"Enez","Enez-Leñvenn",,,
"île du","Milieu","Perwenan",22166,"Enez","Enez-Kreiz",,,
"île aux","Oies","Perwenan",22166,"Enez","Enez-Ozac'h",,,
,"Buguélès","Perwenan",22166,"Kêriadenn","Bugelez",,,
,"Crec'h Avel","Perwenan",22166,"Kêriadenn","Krec'h Avel",,,
"Île d'","Illiec","Perwenan",22166,"Enez","Enez-Ilieg",,,
"Ile","Instan","Perwenan",22166,"Enez","Enez Istan",,,
"Île","Marquer","Perwenan",22166,"Enez","Enez-Varker",,,
,"Penvénan","Perwenan",22166,"Kumun","Perwenan",,,
,"Port Blanc","Perwenan",22166,"Kêriadenn","Porzh Gwenn",,,
"Île","Saint-Gildas","Perwenan",22166,"Diseurt","Gweltaz",,,
,"Rocher du Voleur","Perwenan",22166,"Karreg","Karreg al Laer",,,
"Marais du","Goaster","Perwenan",22166,"Dour","Paludennoù Gwaster",,,
,"Pellinec","Perwenan",22166,"Kêriadenn","Pellineg",,,
"Les","Forges des Salles","Perred",22167,"Kêriadenn","Govelioù ar Saloù",,,
"Château les","Forges des Salles","Perred",22167,"Monumant","Kastell Govelioù ar Saloù",,,
,"Perret","Perred",22167,"Kumun","Perred",,,
"Bois du","Fao","Perred",22167,"Koad","Koed ar Faou",,,
"Ecluse de","Bon-Repos","Perred",22167,"Monumant","Eskluz Verrepoz",,,
"Rue du","Colombier","Perroz-Gireg",22168,"Hent","Straed ar C'houldri",,,
"Les","Sept-Iles","Perroz-Gireg",22168,"Enez","Ar Jentilez",,,
"Les","Triagoz","Perroz-Gireg",22168,"Karreg","An Treoger",,,
,"Legonet","Perroz-Gireg",22168,"Karreg","Ar Goned",,,
"Anse de","Perros","Perroz-Gireg",22168,"Dour","Bae Perroz",,,
"Île de","Bono","Perroz-Gireg",22168,"Enez","Enez Bonno",,,
"Île le","Cerf","Perroz-Gireg",22168,"Enez","Ar Serr",,,
"Pointe du","Château","Perroz-Gireg",22168,"Beg","Penn ar C'hastell",,,
"La","Clarté","Perroz-Gireg",22168,"Kêriadenn","Ar Sklaerder",,,
"Île les","Costan","Perroz-Gireg",22168,"Enez","Kostann",,,
"Île de","Malban","Perroz-Gireg",22168,"Enez","Enez-Melbann",,,
"Ile aux","Moines","Perroz-Gireg",22168,"Enez","Enez ar Breur",,,
,"Perros-Guirec","Perroz-Gireg",22168,"Kumun","Perroz-Gireg",,,
"L'","Île Plate","Perroz-Gireg",22168,"Enez","Enez Plat",,,
,"Ploumanac'h","Perroz-Gireg",22168,"Kêriadenn","Ploumanac'h",,,
"Île","Rouzic","Perroz-Gireg",22168,"Enez","Enez-Riouzig",,,
"Iles et Réserve naturelle des","Sept Iles","Perroz-Gireg",22168,"Diseurt","Inizi ha Gwarezva Natur ar Jentilez",,,
"Pointe du","Squéouel","Perroz-Gireg",22168,"Beg","Ar Skewell",,,
"Île","Tomé","Perroz-Gireg",22168,"Enez","Taveeg",,,
,"Trestraou","Perroz-Gireg",22168,"Kêriadenn","Traezhtraou",,,
,"Trestrignel","Perroz-Gireg",22168,"Kêriadenn","Traezhtrignel",,,
"Les","Traouiéro","Perroz-Gireg",22168,"Diseurt","An Traouiero",,,
,"Randreuz","Perroz-Gireg",22168,"Kêriadenn","Randreuz",,,
"Port de","Ploumanac'h","Perroz-Gireg",22168,"Porzh(-mor)","Porzh Ploumanac'h",,,
,"Kerrougant","Perroz-Gireg",22168,"Kêriadenn","Kerrougant",,,
,"Kergomar","Perroz-Gireg",22168,"Kêriadenn","Kergoualc'h",,,
,"Roc'h Ledan","Perroz-Gireg",22168,"Kêriadenn","Roc'h Ledan",,,
"Les","Piliers","Perroz-Gireg",22168,"Monumant","Ar Pilieroù",,,
"Eglise","Saint Jacques","Perroz-Gireg",22168,"Monumant","Iliz Sant Jakez",,,
"Pont de","Ploumanac'h","Perroz-Gireg",22168,"Monumant","Chaoser Ploumanac'h",,,
"Pont de","Ploumanac'h","Perroz-Gireg",22168,"Monumant","Chaoser ar Vilin-vor",,,
,"Keroullou","Perroz-Gireg",22168,"Kêriadenn","Keroulou",,,
"Fontaine","Trébuic","Perroz-Gireg",22168,"Monumant","Feunteun Trebuig",,,
"Vallée du","Petit Traouïéro","Perroz-Gireg",22168,"Diseurt","An Traouiero Vihan",,,
"La","Bastille","Perroz-Gireg",22168,"Karreg","Kastell Vran",,,
,"Pors Kamor","Perroz-Gireg",22168,"Dour","Porzh Kamor",,,
,"Porz Rolland","Perroz-Gireg",22168,"Kêriadenn","Porzh Rolant",,,
,"Ranolien","Perroz-Gireg",22168,"Kêriadenn","Ranolien",,,
"Landes de","Ploumanac'h","Perroz-Gireg",22168,"Takad","Lanneier Ploumanac'h",,,
"Chapelle de la","Clarté","Perroz-Gireg",22168,"Monumant","Chapel ar Sklaerder",,,
"Plage de","Trestraou","Perroz-Gireg",22168,"Dour","Traezhenn Traezhtraou",,,
"Plage de","Trestrignel","Perroz-Gireg",22168,"Dour","Traezhenn Traezhtrignel",,,
"Moulin de la Lande du","Crac'h","Perroz-Gireg",22168,"Kêriadenn","Milin Lanneg ar C'hrag",,,
"Parc","Christian Gad et Daniel Chhe","Perroz-Gireg",22168,"Monumant","Park Christian Gad ha Daniel Chhe",,,
"Roche des","Poètes","Perroz-Gireg",22168,"Karreg","Karreg ar Varzhed",,,
"Archipel des","Sept Iles","Perroz-Gireg",22168,"Enez","Enezioù ar Jentilez",,,
"Plage de","Saint-Guirec","Perroz-Gireg",22168,"Dour","Traezhenn Sant-C'hireg",,,
"Point de vue","Turquet de Beauregard","Perroz-Gireg",22168,"Monumant","Gwel kaer Turquet de Beauregard",,,
,"Kerabram","Perroz-Gireg",22168,"Kêriadenn","Kerabram",,,
"Complexe sportif de","Kerabram","Perroz-Gireg",22168,"Monumant","Sportva Kerabram",,,
"Boulevard","Aristide Briand","Perroz-Gireg",22168,"Hent","Boulouard Aristide Briand",,,
"Hôtel Le","Phare","Perroz-Gireg",22168,"Monumant","Leti an Tour-tan",,,
"Hôtel de","Perros","Perroz-Gireg",22168,"Monumant","Leti Perroz",,,
"Collège Les","Sept Îles","Perroz-Gireg",22168,"Monumant","Skolaj ar Jentilez",,,
"La","Rade","Perroz-Gireg",22168,"Diseurt","Ar Vorlenn",,,
"Esplanade de la","Douane","Perroz-Gireg",22168,"Hent","Reper ar Valtouterezh",,,
,"Pors ar Goret","Perroz-Gireg",22168,"Kêriadenn","Porzh ar Gored",,,
,"Mez Gouez","Perroz-Gireg",22168,"Kêriadenn","Mesgouez",,,
"Espace","Rouzic","Perroz-Gireg",22168,"Monumant","Sal Riouzig",,,
,"Kergadic","Perroz-Gireg",22168,"Kêriadenn","Kergadig",,,
"Parc d'Activités de","Kergadic","Perroz-Gireg",22168,"Takad","Tachenn Labourerezh Kergadig",,,
"Grève","Saint-Pierre","Perroz-Gireg",22168,"Diseurt","Aodoù Pêr",,,
,"Kersolec","Purid-Kintin",22169,"Kêriadenn","Kersoleg",,,
,"Loc'h","Purid-Kintin",22169,"Kêriadenn","Al Loc'h",,,
,"Peumerit-Quintin","Purid-Kintin",22169,"Kumun","Purid-Kintin",,,
"Le","Rocleu","Purid-Kintin",22169,"Kêriadenn","Ar Rokleu",,,
"La","Porte Thomas","Plenaod",22170,"Kêriadenn","Porzh Tomaz",,,
,"Plaine-Haute","Plenaod",22170,"Kumun","Plenaod",,,
,"Plaintel","Pleneventer",22171,"Kumun","Pleneventer",,,
"Mont","Brandefert","Plangoed",22172,"Uhelenn","Brandefert",,,
,"Nazareth","Plangoed",22172,"Kêriadenn","Nazared",,,
,"Plancoët","Plangoed",22172,"Kumun","Plangoed",,,
"Aire de Covoiturage de l'","Arguenon","Plangoed",22172,"Takad","Leur-genweturañ an Argenon",,,
"Le","Cotentin","Plangonwal",22173,"Kêriadenn","Langontentin",,,
,"Planguenoual","Plangonwal",22173,"Kumun","Plangonwal",,,
"Le","Port-Morvan","Plangonwal",22173,"Kêriadenn","Porzh Morvan",,,
"Rochers","Roemel","Plangonwal",22173,"Karreg","Roc'hemel",,,
,"Saint-Marc","Plangonwal",22173,"Kêriadenn","Sant Mark",,,
"Le","Tertre-des-Noës","Plangonwal",22173,"Kêriadenn","Le Tertre-des-Noës",,,
,"Montbran","Pleboull",22174,"Kêriadenn","Montbran",,,
,"Pléboulle","Pleboull",22174,"Kumun","Pleboull",,,
"La","Berthière","Pledeliav",22175,"Kêriadenn","La Berthière",,,
"Forêt de La","Hunaudaye","Pledeliav",22175,"Koad","Koad Lanveur",,,
"Château de la","Hunaudaye","Pledeliav",22175,"Monumant","Kastell la Hunaudaye",,,
,"Plédéliac","Pledeliav",22175,"Kumun","Pledeliav",,,
,"Saint-Aubin","Pledeliav",22175,"Kêriadenn","Sant Albin",,,
"Forêt de","Saint-Aubin","Pledeliav",22175,"Koad","Koad Sant Albin",,,
"Le","Saint-Esprit-des-Bois","Pledeliav",22175,"Kêriadenn","Spered Santel ar C'hoad",,,
"La","Croix de Piruit","Pledran",22176,"Kêriadenn","Kroaz ar Birid",,,
"Camp antique de","Péran","Pledran",22176,"Diseurt","Kamp-henamzer Peran",,,
,"Plédran","Pledran",22176,"Kumun","Pledran",,,
"Bois de","Plédran","Pledran",22176,"Koad","Koad Pledran",,,
"Château","Saint-Nicolas","Pledran",22176,"Monumant","Kastell Sant Nikolaz",,,
,"Saint-Volon","Pledran",22176,"Kêriadenn","Sant Volon",,,
"La","Croix Denis","Pledran",22176,"Kêriadenn","Kroaz Denez",,,
,"Fuseau de Margot","Pledran",22176,"Monumant","Kegel Margod",,,
"Allée couverte la","Roche Camio","Pledran",22176,"Monumant","Alez toet Roc'h Kamio",,,
,"Coat-ar-Oa","Plian",22177,"Kêriadenn","Koadaroa",,,
,"Pléguien","Plian",22177,"Kumun","Plian",,,
,"Pléhédel","Plehedel",22178,"Kumun","Plehedel",,,
"La","Trinité","Plehedel",22178,"Kêriadenn","An Dreinded",,,
,"Boisgelin","Plehedel",22178,"Kêriadenn","Koadjelin",,,
,"Couraillon","Plehedel",22178,"Kêriadenn","Kourailhon",,,
"La","Carquois","Frehel",22179,"Kêriadenn","Ar Gergoad",,,
,"Fréhel","Frehel",22179,"Kumun","Frehel",,,
"Baie de la","Frênaye","Frehel",22179,"Diseurt","Bae an Onnod",,,
"Fort la","Latte","Frehel",22179,"Monumant","Ar Roc'h-Goueon",,,
,"Pléhérel-Plage (Vieux Bourg)","Frehel",22179,"Kêriadenn","Bourk Kozh Pleherel",,,
,"Sables-d'Or-les-Pins","Frehel",22179,"Kêriadenn","Aourdraezh ar Bineg",,,
,"Saint-Aide","Frehel",22179,"Kêriadenn","Sant Dei",,,
,"Plélan-le-Petit","Plelann-Vihan",22180,"Kumun","Plelann-Vihan",,,
"Chapelle","Notre-Dame de La Croix","Pellann",22181,"Monumant","Chapel Itron-Varia ar Groez",,,
"Ecluse de","Gouarec","Pellann",22181,"Monumant","Eskluz Gwareg",,,
"le","Moustoir","Pellann",22181,"Kêriadenn","Ar Voustoer",,,
,"Plélauff","Pellann",22181,"Kumun","Pellann",,,
,"Rosquerrec","Pellann",22181,"Kêriadenn","Roskerreg",,,
"Écluse","Saint-Hervé","Pellann",22181,"Monumant","Eskluz Sant-Herve",,,
"Bois de l'","Abbaye","Pellann",22181,"Koad","Koed an Abati",,,
"Impasse","Bellevue","Pellann",22181,"Hent","Hent-dall Bellevue",,,
"La","Lande de Gouarec","Pellann",22181,"Kêriadenn","Lann Gwareg",,,
"Chapelle (oratoire)","Saint-Melaine","Pellann",22181,"Monumant","Chapel Sant Melen",,,
"La","Corderie","Pleuloc'h",22182,"Kêriadenn","La Corderie",,,
,"Plélo","Pleuloc'h",22182,"Kumun","Pleuloc'h",,,
"Bois de","Saint-Bihy","Pleuloc'h",22182,"Koad","Koad Sant Bic'hi",,,
,"Saint-Quay","Pleuloc'h",22182,"Kêriadenn","Sant Ke",,,
,"Plémet","Plezeved",22183,"Kumun","Plezeved",,,
,"Saint-Lubin","Plezeved",22183,"Kêriadenn","Sant Lubin",,,
"Le","Vaublanc","Plezeved",22183,"Kêriadenn","Le Vaublanc",,,
,"Saint-Sauveur-le-Bas","Plezeved",22183,"Kêriadenn","Sant Salver Izelañ",,,
,"Coëtfrot","Plezeved",22183,"Dour","Koedfro",,,
,"Coëtfrot","Plezeved",22183,"Kêriadenn","Koedfro",,,
,"Liscoët","Plezeved",22183,"Kêriadenn","Liskoed",,,
,"Bodiffé","Plezeved",22183,"Kêriadenn","Bodife",,,
"Rue des","Etangs","Plezeved",22183,"Hent","Straed ar Stankoù",,,
,"Notre-Dame-de-la-Croix","Plevig",22184,"Kêriadenn","Itron-Varia ar Groaz",,,
,"Plémy","Plevig",22184,"Kumun","Plevig",,,
,"Saint-Laurent","Plevig",22184,"Kêriadenn","Sant Laorañs",,,
"La","Tantouille","Plevig",22184,"Kêriadenn","La Tantouille",,,
,"Carbéhaut","Plened-Yugon",22185,"Kêriadenn","Kerberhaod",,,
"Abbaye de","Boquen","Plened-Yugon",22185,"Monumant","Abati Boken",,,
"Le","Lorrain","Plened-Yugon",22185,"Kêriadenn","Le Lorrain",,,
,"Langouhèdre","Plened-Yugon",22185,"Kêriadenn","Langouhêr",,,
"Château la","Moussaye","Plened-Yugon",22185,"Diseurt","Kastell la Moussaye",,,
,"Plénée-Jugon","Plened-Yugon",22185,"Kumun","Plened-Yugon",,,
,"Boquen","Plened-Yugon",22185,"Kêriadenn","Boken",,,
"Les","Vallées","Plened-Yugon",22185,"Kêriadenn","An Traouieroù",,,
,"Dahouet","Pleneg-Nantraezh",22186,"Kêriadenn","Daoued",,,
"La","Guette","Pleneg-Nantraezh",22186,"Monumant","Ar Ged",,,
"Pointe de","Pléneuf","Pleneg-Nantraezh",22186,"Beg","Beg Pleneg",,,
,"Pléneuf-Val-André","Pleneg-Nantraezh",22186,"Kumun","Pleneg-Nantraezh",,,
"Le","Val-André","Pleneg-Nantraezh",22186,"Kêriadenn","Nantraezh",,,
"Ile le","Verdelet","Pleneg-Nantraezh",22186,"Diseurt","Enez le Verdelet",,,
"Rocher","Rohein","Pleneg-Nantraezh",22186,"Karreg","Roc'hein",,,
,"Piégu","Pleneg-Nantraezh",22186,"Beg","Piégu",,,
,"Guémadeuc","Pleneg-Nantraezh",22186,"Diseurt","Gemadeg",,,
"Le","Légué","Plerin",22187,"Kêriadenn","Al Lege",,,
,"Plérin","Plerin",22187,"Kumun","Plerin",,,
"Chapelle","Saint-Laurent","Plerin",22187,"Monumant","Chapel Sant Laorañs",,,
"Grève des","Rosaires","Plerin",22187,"Diseurt","Aod ar Rozaer",,,
"Les","Rosaires","Plerin",22187,"Kêriadenn","Ar Rozaer",,,
