"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Kervilzic","Loktudi",29135,"Kêriadenn","Kervilzig","0000-00-00",94318
,"Langoz","Loktudi",29135,"Kêriadenn","Langoz","0000-00-00",16574
,"Leac'h an Dreo","Loktudi",29135,"Kêriadenn","Lec'h an Dreo","0000-00-00",16576
,"Keralio","Pont-'n-Abad",29220,"Kêriadenn","Keralio","0000-00-00",63947
,"Keralio Coz","Pont-'n-Abad",29220,"Kêriadenn","Keraliou Kozh","0000-00-00",83293
,"Keralio Nevez","Pont-'n-Abad",29220,"Kêriadenn","Keraliou Nevez","0000-00-00",83294
,"Kerambleis","Pont-'n-Abad",29220,"Kêriadenn","Kerambleiz","0000-00-00",63949
,"Kerargant","Pont-'n-Abad",29220,"Kêriadenn","Kerargon","0000-00-00",63951
,"Kerarthur","Pont-'n-Abad",29220,"Kêriadenn","Kerarthur","0000-00-00",83297
,"Lohan","Loktudi",29135,"Kêriadenn","Loc'han","0000-00-00",94321
,"Meil Gleis","Loktudi",29135,"Kêriadenn","Meilh Gleiz","0000-00-00",94322
,"Mejou Bihan","Loktudi",29135,"Kêriadenn","Mejoù Bihan","0000-00-00",94378
,"Mejou Naod","Loktudi",29135,"Kêriadenn","Mejoù an Aod","0000-00-00",94323
,"Palud de Kerfriant","Loktudi",29135,"Kêriadenn","Palud Kerfriant","0000-00-00",94324
,"Pen a Lan","Loktudi",29135,"Kêriadenn","Penn al Lann","0000-00-00",94325
,"Pen a Prat","Loktudi",29135,"Kêriadenn","Penn ar Prad","0000-00-00",94326
,"Pen Allé","Loktudi",29135,"Kêriadenn","Penn Alez","0000-00-00",94415
,"Pen ar But","Loktudi",29135,"Kêriadenn","Penn ar But","0000-00-00",94327
,"Pen ar Veur","Loktudi",29135,"Kêriadenn","Penn ar Veur","0000-00-00",16578
,"Penaguer","Loktudi",29135,"Kêriadenn","Pennagêr","0000-00-00",87007
,"Penglaouic","Loktudi",29135,"Kêriadenn","Penglaouig","0000-00-00",94328
,"Penhador","Loktudi",29135,"Kêriadenn","Penc'hador","0000-00-00",16579
,"Penquer","Loktudi",29135,"Kêriadenn","Penkêr","0000-00-00",94329
"la","Maison Neuve","Sarzhav",56240,"Kêriadenn","An Ti Nevez","0000-00-00",99837
,"Poulhors","Sarzhav",56240,"Kêriadenn","Poulc'horz","0000-00-00",99841
,"Penquer  de La Forêt","Loktudi",29135,"Kêriadenn","Penkêr ar Forest","0000-00-00",94545
,"Poulal","Loktudi",29135,"Kêriadenn","Poulall","0000-00-00",16581
,"Prat a Asquel","Loktudi",29135,"Kêriadenn","Prad an Askell","0000-00-00",94335
,"Pratouarc'h","Loktudi",29135,"Kêriadenn","Pratouarc'h","0000-00-00",16583
,"Quémeur","Loktudi",29135,"Kêriadenn","Kemeur","0000-00-00",16585
"Île","Queffen","Loktudi",29135,"Enez","Enez Kefen","0000-00-00",83415
,"Amérique Centrale",98888,98888,"Diseurt","Kreizamerika","0000-00-00",97839
,"Radennec","Loktudi",29135,"Kêriadenn","Radeneg","0000-00-00",94336
,"Ribotou","Loktudi",29135,"Kêriadenn","Ar Ribotoù","0000-00-00",94306
,"Ster Kerdour","Loktudi",29135,"Kêriadenn","Stêr Kerdour","0000-00-00",94337
,"Suler Ty Feunteun","Loktudi",29135,"Kêriadenn","Feunteun ar Suler","0000-00-00",94338
,"Suler Vraz","Loktudi",29135,"Kêriadenn","Ar Suler Vras","0000-00-00",94339
,"Ti Loc'h Kergall","Loktudi",29135,"Kêriadenn","Ti Loc'h Kergall","0000-00-00",94340
,"Traon","Loktudi",29135,"Kêriadenn","An Traoñ","0000-00-00",94341
,"Traon Lodonnec","Loktudi",29135,"Maez","Traoñ Lodoneg","0000-00-00",94476
,"Tréguido","Loktudi",29135,"Kêriadenn","Tregido","0000-00-00",16590
,"Ty Coat","Loktudi",29135,"Kêriadenn","Ti Koed","0000-00-00",94342
,"Ty Du","Loktudi",29135,"Kêriadenn","Ti Du","0000-00-00",94343
,"Ty Glas","Loktudi",29135,"Kêriadenn","Ti Glaz","0000-00-00",94411
,"Ty Guen","Loktudi",29135,"Hent","Ti Gwenn","0000-00-00",94419
,"Ty Loc'h Kerizur","Loktudi",29135,"Kêriadenn","Ti Loc'h Kerizur","0000-00-00",94346
,"Ty Sable","Loktudi",29135,"Kêriadenn","Ti Sabl","0000-00-00",94345
,"Kanol Men Du","Loktudi",29135,"Dour","Kanol Mein Du","0000-00-00",96031
"Plage de","Lodonnec","Loktudi",29135,"Dour","Aod Lodoneg","0000-00-00",94377
,"Kerfalou","Loktudi",29135,"Diseurt","Kerfalou","0000-00-00",95986
"Manoir de","Kerpaul","Loktudi",29135,"Monumant","Maner Kerpaol","0000-00-00",94458
,"Kerronian","Loktudi",29135,"Diseurt","Kerronian","0000-00-00",95989
,"Kersigou","Loktudi",29135,"Diseurt","Kersigoù","0000-00-00",95990
,"Kerurfet","Loktudi",29135,"Diseurt","Kerurfet","0000-00-00",95991
"Plage de","Kervilzic","Loktudi",29135,"Dour","Aod Kervilzig","0000-00-00",94374
"Pointe de","Kervilzic","Loktudi",29135,"Beg","Beg Kervilzig","0000-00-00",96023
"Pointe du Phare de","Langoz","Loktudi",29135,"Beg","Beg Langoz","0000-00-00",94319
"Plage de","Langoz","Loktudi",29135,"Dour","Aod Langoz","0000-00-00",94320
"Phare de la Pointe de","Langoz","Loktudi",29135,"Monumant","Tour-tan Langoz","0000-00-00",94331
,"Lanigou","Loktudi",29135,"Diseurt","Lannigoù","0000-00-00",95992
,"Larvor","Loktudi",29135,"Rann (eus ar gumun)","An Arvor","0000-00-00",87005
"Pointe de","Larvor","Loktudi",29135,"Beg","Beg an Arvor","0000-00-00",94398
"Eglise de","Loctudy","Loktudi",29135,"Monumant","Iliz Sant Tudi","0000-00-00",94353
,"Maezancozty","Loktudi",29135,"Diseurt","Maez ar C'hozh-ti","0000-00-00",16580
,"Penapont","Loktudi",29135,"Diseurt","Penn ar Pont","0000-00-00",96714
,"Pont Distroit","Loktudi",29135,"Diseurt","Pont Distroit","0000-00-00",94490
,"Tivelen","Loktudi",29135,"Diseurt","Tivelen","0000-00-00",95995
"La","Laïta",99999,99999,"Dour","Stêr Gemperle","0000-00-00",5952
"Lycée des métiers d'art","Bertrand Duguesclin","Brec'h",56023,"Monumant","Lise ar micherioù arz Beltram Gwesklin","0000-00-00",100649
"Collège","Saint Joseph","Landerne",29103,"Monumant","Skolaj Sant Jozef","0000-00-00",69
,"Bilennec","Ploubêr",22211,"Kêriadenn","Bilenneg","0000-00-00",99073
,"Caratouar","Ploubêr",22211,"Kêriadenn","Karatouar","0000-00-00",99077
"Moulin à  Vent de","Poulal","Loktudi",29135,"Monumant","Meilh-avel Poulall","0000-00-00",94471
"Chapelle de","Penhador","Loktudi",29135,"Monumant","Chapel Penc'hador","0000-00-00",94387
"Lavoir de","Poull Laou","Loktudi",29135,"Monumant","Poull Laoù","0000-00-00",94356
"Impasse de","Mejou Meign","Loktudi",29135,"Hent","Mejoù Mein","0000-00-00",94372
,"Pontual (Vras)","Loktudi",29135,"Kêriadenn","Pontual Vras","0000-00-00",16547
,"Pontual  Vihan","Loktudi",29135,"Kêriadenn","Pontual Vihan","0000-00-00",94333
,"Kervereguen","Loktudi",29135,"Kêriadenn","Kerveregen","0000-00-00",94317
"Manoir de","Kervereguen","Loktudi",29135,"Monumant","Maner Kerveregen","0000-00-00",94404
,"Poulluen","Loktudi",29135,"Karter","Poulluen","0000-00-00",96048
,"Poulpeye","Loktudi",29135,"Kêriadenn","Poulpey","0000-00-00",94334
,"Queffen","Loktudi",29135,"Kêriadenn","Kefen","0000-00-00",16584
,"Rénénal","Loktudi",29135,"Kêriadenn","Renenal","0000-00-00",16586
"Chapelle","Saint-Oual","Loktudi",29135,"Monumant","Chapel Sant Tual","0000-00-00",94379
,"Kerberdoare","Pont-'n-Abad",29220,"Kêriadenn","Kerberdoare","0000-00-00",83298
,"Kerdalae","Pont-'n-Abad",29220,"Kêriadenn","Kerdalae","0000-00-00",83299
,"Kerdalec","Pont-'n-Abad",29220,"Kêriadenn","Kerdaleg","0000-00-00",63953
"Route de","Kerdalec","Pont-'n-Abad",29220,"Hent","Hent Kerdaleg","0000-00-00",83300
,"Kerdianaou","Pont-'n-Abad",29220,"Kêriadenn","Kerdianaou","0000-00-00",83329
,"Kerdidreux","Pont-'n-Abad",29220,"Kêriadenn","Kerdidreu","0000-00-00",83301
,"Kerdual","Pont-'n-Abad",29220,"Kêriadenn","Kerdual","0000-00-00",83302
"Impasse de","Kerdual","Pont-'n-Abad",29220,"Hent","Hent-dall Kerdual","0000-00-00",95254
,"Kerentré","Pont-'n-Abad",29220,"Kêriadenn","Kerantre","0000-00-00",95255
"Rue","Kereon","Pont-'n-Abad",29220,"Hent","Straed ar Gereon","0000-00-00",95256
"Le","Verger","Pont-'n-Abad",29220,"Diseurt","Ar Verje","0000-00-00",83406
"La","Venelle Dorée","Pont-'n-Abad",29220,"Hent","Ar Vanell Gaoc'h","0000-00-00",95197
,"Ty Toul","Pont-'n-Abad",29220,"Diseurt","Ti Toull","0000-00-00",83403
,"Ty Meil Kerondo","Pont-'n-Abad",29220,"Kêriadenn","Ti Meilh Kerondo","0000-00-00",83402
,"Ty Glazen","Pont-'n-Abad",29220,"Kêriadenn","Ti Glazenn","0000-00-00",83401
,"Ty Dans","Pont-'n-Abad",29220,"Kêriadenn","Ti Dañs","0000-00-00",83400
,"Ty Cornec","Pont-'n-Abad",29220,"Kêriadenn","Ti Korneg","0000-00-00",64027
,"Troliguer","Pont-'n-Abad",29220,"Kêriadenn","Troliger","0000-00-00",64025
,"Trevannec","Pont-'n-Abad",29220,"Kêriadenn","Trevaneg","0000-00-00",94548
,"Treouguy","Pont-'n-Abad",29220,"Kêriadenn","Treougi","0000-00-00",64021
,"Trebehoret","Pont-'n-Abad",29220,"Kêriadenn","Trebec'hored","0000-00-00",64019
"Route de","Tréméoc","Pont-'n-Abad",29220,"Hent","Hent Tremeog","0000-00-00",83397
"An","Ti Gwenn","Pont-'n-Abad",29220,"Kêriadenn","An Ti Gwenn","0000-00-00",95385
,"Steven","Pont-'n-Abad",29220,"Kêriadenn","Ar Stêwenn","0000-00-00",95365
,"Ster Vad","Pont-'n-Abad",29220,"Kêriadenn","Stêr Vad","0000-00-00",64017
,"Léhan","Triagad",29284,"Kêriadenn","Lec'han","0000-00-00",61418
,"Sequer","Pont-'n-Abad",29220,"Kêriadenn","Ar Seker","0000-00-00",64015
,"Lestrédiagat","Triagad",29284,"Kêriadenn","Lestriagad","0000-00-00",61422
,"Sequer Nevez","Pont-'n-Abad",29220,"Kêriadenn","Ar Seker Nevez","0000-00-00",83386
,"Letty Vihan","Triagad",29284,"Kêriadenn","Ar Laeti Vihan","0000-00-00",85683
,"Letty Vraz","Triagad",29284,"Kêriadenn","Ar Laeti Vras","0000-00-00",85684
,"Ménez-Quénet","Triagad",29284,"Kêriadenn","Menez Kened","0000-00-00",61424
"Chapelle","Saint Gildas","Pont-'n-Abad",29220,"Monumant","Chapel Sant Weltaz","0000-00-00",83382
"Feunteun","Sant Laorañs","Pont-'n-Abad",29220,"Monumant","Feunteun Sant-Laorañs","0000-00-00",95361
"Bois","Saint Laurent","Pont-'n-Abad",29220,"Koad","Koed Sant Laorañs","0000-00-00",95362
,"Kerfé","Pont-'n-Abad",29220,"Kêriadenn","Kerfe","0000-00-00",83305
,"Kerguévélen","Pont-'n-Abad",29220,"Kêriadenn","Kergevelen","0000-00-00",63955
,"Kerguen","Pont-'n-Abad",29220,"Kêriadenn","Kergwenn","0000-00-00",83306
,"Kermazeas","Pont-'n-Abad",29220,"Kêriadenn","Kervazeas","0000-00-00",63965
,"Kermazeas Vian","Pont-'n-Abad",29220,"Kêriadenn","Kervazeas Vihan","0000-00-00",83308
,"Kermelenec","Pont-'n-Abad",29220,"Kêriadenn","Kerveleneg","0000-00-00",63967
"Maner","Kernel","Pont-'n-Abad",29220,"Kêriadenn","Maner Kernel","0000-00-00",95261
,"Kernel Vian","Pont-'n-Abad",29220,"Kêriadenn","Kernel Vihan","0000-00-00",83309
,"Kernevez Sequer","Pont-'n-Abad",29220,"Kêriadenn","Kernevez ar Seker","0000-00-00",83310
"Route de","Kernuz","Pont-'n-Abad",29220,"Hent","Hent Kernuz","0000-00-00",83311
"Chapel","Kernuz","Pont-'n-Abad",29220,"Monumant","Chapel Kernuz","0000-00-00",95262
,"Kerondo Vian","Pont-'n-Abad",29220,"Kêriadenn","Kerondo Vihan","0000-00-00",83314
,"Kerondo","Pont-'n-Abad",29220,"Kêriadenn","Kerondo","0000-00-00",83312
,"Kerondo Vras","Pont-'n-Abad",29220,"Kêriadenn","Kerondo Vras","0000-00-00",83313
,"Kerouant","Pont-'n-Abad",29220,"Kêriadenn","Kerrouant","0000-00-00",63973
,"Kerouant Vian","Pont-'n-Abad",29220,"Kêriadenn","Kerrouant Vihan","0000-00-00",83315
,"Kerroué","Pont-'n-Abad",29220,"Kêriadenn","Kerroue","0000-00-00",83316
,"Keroue Vras","Pont-'n-Abad",29220,"Kêriadenn","Kerroue Vras","0000-00-00",83317
,"Keroue Vian","Pont-'n-Abad",29220,"Kêriadenn","Kerroue Vihan","0000-00-00",83318
,"Kerun","Pont-'n-Abad",29220,"Kêriadenn","Kerrun","0000-00-00",83319
"Lycée","Saint Gabriel","Pont-'n-Abad",29220,"Monumant","Lise Sant Gabriel","0000-00-00",235
"École","Saint Gabriel","Pont-'n-Abad",29220,"Monumant","Skol Sant Gabriel","0000-00-00",95359
"Park","Saint Gabriel","Pont-'n-Abad",29220,"Diseurt","Park Sant Gabriel","0000-00-00",95360
,"Rozandon","Pont-'n-Abad",29220,"Kêriadenn","Rozandon","0000-00-00",64011
,"Roz ar Hastel","Pont-'n-Abad",29220,"Diseurt","Roz ar C'hastell","0000-00-00",83381
,"Rosveign","Pont-'n-Abad",29220,"Kêriadenn","Rosvein","0000-00-00",64009
"Feunteun","Rosveign","Pont-'n-Abad",29220,"Monumant","Feunteun Rosvein","0000-00-00",95344
"Chemin de","Trevannec","Pont-'n-Abad",29220,"Hent","Hent Trevaneg","0000-00-00",95374
"Chapelle de","Trevannec","Pont-'n-Abad",29220,"Monumant","Chapel Trevaneg","0000-00-00",95375
"Fontaine de","Trevannec","Pont-'n-Abad",29220,"Monumant","Feunteun Trevaneg","0000-00-00",95376
"Bois de","Trevannec","Pont-'n-Abad",29220,"Koad","Koed Trevaneg","0000-00-00",95377
"Poull","Trevannec","Pont-'n-Abad",29220,"Monumant","Poull Trevaneg","0000-00-00",95379
"Allée de","Trebehoret","Pont-'n-Abad",29220,"Hent","Alez Trebec'hored","0000-00-00",83391
"Avenue","Trebehoret","Pont-'n-Abad",29220,"Hent","Bali Trebec'hored","0000-00-00",83392
"Impasse","Trebehoret","Pont-'n-Abad",29220,"Hent","Hent-dall Trebec'hored","0000-00-00",83393
"Lotissement","Trebehoret","Pont-'n-Abad",29220,"Diseurt","Lodennaoueg Trebec'hored","0000-00-00",83394
"Place","Trebehoret","Pont-'n-Abad",29220,"Hent","Plasenn Trebec'hored","0000-00-00",83396
"Manoir","Trebehoret","Pont-'n-Abad",29220,"Monumant","Maner Trebec'hored","0000-00-00",83408
"Anse de","Trévannec","Pont-'n-Abad",29220,"Dour","Añs Trevaneg","0000-00-00",83419
"Voie","Romaine","Pont-'n-Abad",29220,"Hent","Hent Roman","0000-00-00",95338
"Ile aux","Rats","Loktudi",29135,"Enez","Enez  ar Razhed","0000-00-00",83413
"Route de","Quimper","Pont-'n-Abad",29220,"Hent","Hent Kemper","0000-00-00",95337
,"Quelourdec","Pont-'n-Abad",29220,"Kêriadenn","Kelourdeg","0000-00-00",64005
,"Quelennou","Pont-'n-Abad",29220,"Kêriadenn","Ar C'helennoù","0000-00-00",83378
"Rue","Queinec","Pont-'n-Abad",29220,"Hent","Straed Keineg","0000-00-00",99057
,"Prat Mine","Pont-'n-Abad",29220,"Kêriadenn","Prad Min","0000-00-00",63999
,"Prat Kerlot","Pont-'n-Abad",29220,"Kêriadenn","Prad Kerlod","0000-00-00",64001
"Rue du","Prat","Pont-'n-Abad",29220,"Hent","Straed ar Prad","0000-00-00",83380
"Allée du","Prat Guen","Pont-'n-Abad",29220,"Hent","Alez ar Prad Gwenn","0000-00-00",83377
"Rue du","Prat Guen","Pont-'n-Abad",29220,"Hent","Straed ar Prad Gwenn","0000-00-00",83376
,"Poullearch","Pont-'n-Abad",29220,"Kêriadenn","Poullec'h","0000-00-00",83374
"Rue","Poulleach","Pont-'n-Abad",29220,"Hent","Straed Poullec'h","0000-00-00",83375
"Poull ar","Prad","Pont-'n-Abad",29220,"Monumant","Poull ar Prad","0000-00-00",95336
,"Pouloupry","Pont-'n-Abad",29220,"Kêriadenn","Poulloupri","0000-00-00",95335
"Rue","Poull Fank","Pont-'n-Abad",29220,"Hent","Straed Poulfank","0000-00-00",95328
,"Poull Canapé","Pont-'n-Abad",29220,"Monumant","Poull Kanape","0000-00-00",95178
,"Poull ar Gozhkêr","Pont-'n-Abad",29220,"Monumant","Poull ar Gozhkêr","0000-00-00",95194
,"Poulgavet","Pont-'n-Abad",29220,"Kêriadenn","Poulgavell","0000-00-00",63997
,"Pouldon","Pont-'n-Abad",29220,"Kêriadenn","Pouldon","0000-00-00",63995
"Moulin de","Pouldon","Pont-'n-Abad",29220,"Kêriadenn","Meilh Pouldon","0000-00-00",83373
,"Porsmoro","Pont-'n-Abad",29220,"Kêriadenn","Porzhmoro","0000-00-00",63993
"Moulin de","Pors Moro","Pont-'n-Abad",29220,"Monumant","Meilh Porzhmoro","0000-00-00",83372
"Etang de","Pont-l'Abbé","Pont-'n-Abad",29220,"Dour","Lenn Pont-'n-Abad","0000-00-00",83417
"Rue du","Pont Neuf","Pont-'n-Abad",29220,"Hent","Straed ar Pont Nevez","0000-00-00",83371
,"Pont Guern","Pont-'n-Abad",29220,"Karter","Pont Gwern","0000-00-00",95322
"Place","Pont Guern","Pont-'n-Abad",29220,"Hent","Plasenn Pont Gwern","0000-00-00",83370
,"Pont Ascoët","Pont-'n-Abad",29220,"Diseurt","Pontaskoed","0000-00-00",83368
"Moulin","Sequer","Pont-'n-Abad",29220,"Kêriadenn","Meilh ar Seker","0000-00-00",83351
"Rue du","Sequer","Pont-'n-Abad",29220,"Hent","Straed ar Seker","0000-00-00",95364
"Hent","Sant Yann","Pont-'n-Abad",29220,"Hent","Hent Sant Yann","0000-00-00",95363
"Chemin de","Saint Servais","Pont-'n-Abad",29220,"Hent","Hent Sant Servez","0000-00-00",83384
"Pointe de","Rosquerno","Pont-'n-Abad",29220,"Beg","Beg Roskerno","0000-00-00",83421
"Anse de","Rosquerno","Pont-'n-Abad",29220,"Dour","Añs Roskerno","0000-00-00",95339
"Poull","Rosquerno","Pont-'n-Abad",29220,"Monumant","Poull Roskerno","0000-00-00",95342
"Bois de","Rosquerno","Pont-'n-Abad",29220,"Diseurt","Koed Roskerno","0000-00-00",95341
"Route de","Plomeur","Pont-'n-Abad",29220,"Hent","Hent Ploveur","0000-00-00",83366
"Route de","Plobannalec","Pont-'n-Abad",29220,"Hent","Hent Pornaleg","0000-00-00",95317
,"Petit Trebehoret","Pont-'n-Abad",29220,"Diseurt","Trebec'hored Vihan","0000-00-00",83395
"Ar","Penker","Pont-'n-Abad",29220,"Kêriadenn","Ar Penkêr","0000-00-00",95312
"Rue du","Penker","Pont-'n-Abad",29220,"Hent","Straed ar Penkêr","0000-00-00",83363
"Ar","Penker Nevez","Pont-'n-Abad",29220,"Kêriadenn","Ar Penkêr Nevez","0000-00-00",95313
"Chemin","Penquer Coz","Pont-'n-Abad",29220,"Hent","Hent ar Penkêr Kozh","0000-00-00",83365
,"Pont ar Yeun","Pont-'n-Abad",29220,"Kêriadenn","Pont ar Yeun","0000-00-00",95320
,"Penhoat","Pont-'n-Abad",29220,"Kêriadenn","Pennac'hoed","0000-00-00",83361
"Rue","Pen Enez","Pont-'n-Abad",29220,"Hent","Straed Penn Enez","0000-00-00",83362
,"Pen ar Prat","Pont-'n-Abad",29220,"Kêriadenn","Penn ar Prad","0000-00-00",83360
,"Pen an Allée Sequer","Pont-'n-Abad",29220,"Kêriadenn","Penn an Alez ar Seker","0000-00-00",83359
,"Park ar Stankou","Pont-'n-Abad",29220,"Hent","Park ar Stankoù","0000-00-00",95298
"Impasse","Parc Tyrien","Pont-'n-Abad",29220,"Hent","Hent-dall Park Tirien","0000-00-00",83357
"Impasse","Parc Mel","Pont-'n-Abad",29220,"Hent","Hent-dall Park Mel","0000-00-00",83356
"Rue","Parc Boreden","Pont-'n-Abad",29220,"Hent","Straed Park Boreden","0000-00-00",83355
"La","Palue","Pont-'n-Abad",29220,"Kêriadenn","Ar Palud","0000-00-00",83354
,"Pagotaie","Pont-'n-Abad",29220,"Kêriadenn","Pagote","0000-00-00",83353
"Chapelle de la","Madeleine","Pont-'n-Abad",29220,"Monumant","Chapel ar Vadalen","0000-00-00",95279
"Chapelle","Saint Yves","Pont-'n-Abad",29220,"Monumant","Chapel Sant Erwan","0000-00-00",98949
"École","Notre-Dame des Carmes","Pont-'n-Abad",29220,"Monumant","Skol Itron-Varia Garmez","0000-00-00",9381
"Collège","Notre Dame des Carmes","Pont-'n-Abad",29220,"Monumant","Skolaj Itron-Varia Garmez","0000-00-00",215
"La","Rochelle",98888,98888,"Kumun","Ar Roc'hell","0000-00-00",97955
,"Moguériou","Pont-'n-Abad",29220,"Kêriadenn","Mogerioù","0000-00-00",63991
,"Merville","Pont-'n-Abad",29220,"Kêriadenn","Merville","0000-00-00",83347
"La","Croix Verte","Ar Faoued",56057,"Kêriadenn","Ar Groez Verr","0000-00-00",83833
"Ar","Menhir","Pont-'n-Abad",29220,"Monumant","Ar Menhir","0000-00-00",95288
,"Menez Roz","Pont-'n-Abad",29220,"Kêriadenn","Menez Roz ar C'hastell","0000-00-00",83346
,"Kerzellec","Speied",29278,"Kêriadenn","Kerzeleg","0000-00-00",2538
,"Menez Rouzic","Pont-'n-Abad",29220,"Kêriadenn","Menez Rouzig","0000-00-00",63987
"Rue du","Menez Rouz","Pont-'n-Abad",29220,"Hent","Straed Menez Rouz","0000-00-00",95287
,"Menez Kerlaouarn","Pont-'n-Abad",29220,"Kêriadenn","Menez Kerlaouen","0000-00-00",83344
,"Menez Kerguz","Pont-'n-Abad",29220,"Kêriadenn","Menez Kerguz","0000-00-00",83343
,"Menez Kerguevelen","Pont-'n-Abad",29220,"Kêriadenn","Menez Kergevelen","0000-00-00",83342
,"Menez Bihan","Pont-'n-Abad",29220,"Diseurt","Menez Bihan","0000-00-00",95285
,"Menez ar Veil Avel","Pont-'n-Abad",29220,"Kêriadenn","Menez ar Veilh Avel","0000-00-00",83339
,"Menez ar Piquet","Pont-'n-Abad",29220,"Kêriadenn","Menez ar Piked","0000-00-00",83337
,"Menez ar Bot","Pont-'n-Abad",29220,"Kêriadenn","Menez ar Bod","0000-00-00",83336
"Rue du","Menez","Pont-'n-Abad",29220,"Hent","Straed ar Menez","0000-00-00",83335
"Le","Mejou Treouguy","Pont-'n-Abad",29220,"Maez","Mejoù Treougi","0000-00-00",83334
"Place du","Marc'hallac'h","Pont-'n-Abad",29220,"Hent","Plasenn ar Marc'hallac'h","0000-00-00",83332
,"Malabry","Pont-'n-Abad",29220,"Kêriadenn","Malabri","0000-00-00",83331
,"Maison Carré","Pont-'n-Abad",29220,"Diseurt","An Ti Kare","0000-00-00",83330
"Place de la","Madeleine","Pont-'n-Abad",29220,"Hent","Plasenn ar Vadalen","0000-00-00",95281
"Route de","Loctudy","Pont-'n-Abad",29220,"Hent","Hent Loktudi","0000-00-00",95278
,"Lidec","Pont-'n-Abad",29220,"Kêriadenn","Al Lideg","0000-00-00",83327
,"Lambour","Pont-'n-Abad",29220,"Karter","Lanvourc'h","0000-00-00",63981
"Al","Leti","Pont-'n-Abad",29220,"Kêriadenn","Al Leti","0000-00-00",95275
"Hent","Kombrid","Pont-'n-Abad",29220,"Hent","Hent Kombrid","0000-00-00",95270
"Bois de","Bodillo","Pont-'n-Abad",29220,"Koad","Koedoù Bodilio","0000-00-00",95174
,"Kervaillant","Pont-'n-Abad",29220,"Kêriadenn","Kervailhan","0000-00-00",83320
,"Lande Vallée","Pont-'n-Abad",29220,"Kêriadenn","Lanvale","0000-00-00",63983
"Ile aux","Rats","Pont-'n-Abad",29220,"Enez","Enez ar Razhed","0000-00-00",83414
,"Trouidy","Triagad",29284,"Kêriadenn","Trouidi","0000-00-00",61436
,"Ti Glas","Triagad",29284,"Kêriadenn","Ti Glas","0000-00-00",96211
,"Ti Loc'h","Triagad",29284,"Kêriadenn","An Ti Loc'h","0000-00-00",96207
"La","Vierge","Triagad",29284,"Karter","Ar Santez","0000-00-00",85675
"Rue de","Tal ar Veil","Triagad",29284,"Hent","Straed Tal ar Veilh","0000-00-00",85712
"Rue","Stang an Dour","Triagad",29284,"Hent","Straed Stank an Dour","0000-00-00",85531
"Plage de","Squividan","Triagad",29284,"Dour","Aod Skividan","0000-00-00",85652
"Eglise Paroissiale","Saint-Riagat","Triagad",29284,"Monumant","Iliz Sant Riagad","0000-00-00",61432
"Chapelle","Saint-Jacques","Triagad",29284,"Monumant","Chapel Sant Jakez","0000-00-00",85732
"Chapelle","Saint-Fiacre","Triagad",29284,"Monumant","Chapel Sant Fieg","0000-00-00",85693
"Fontaine","Saint-Fiacre","Triagad",29284,"Monumant","Feunteun Sant Fieg","0000-00-00",85733
