"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Keriguen","Langoned",56100,"Kêriadenn","Kerigwenn",21/04/2007,80655
,"Kermain","Langoned",56100,"Kêriadenn","Karven",21/04/2007,80647
,"Kermorvan","Langoned",56100,"Kêriadenn","Kervorvan",21/04/2007,80533
,"Kerscréhen","Langoned",56100,"Kêriadenn","Kerskrec'hen",21/04/2007,80529
,"Kerscréhen-la-Croix","Langoned",56100,"Kêriadenn","Kerskrec'hen ar Groez Kamm",21/04/2007,80532
,"Kerstang","Langoned",56100,"Kêriadenn","Kerstank",21/04/2007,80761
,"Lonjou","Langoned",56100,"Kêriadenn","Loñjoù",21/04/2007,80646
,"Maison Blanche","Langoned",56100,"Kêriadenn","Ti Gwenn",21/04/2007,80651
,"Minez Lann","Langoned",56100,"Kêriadenn","Minez Lann",21/04/2007,80706
,"Minez Morvan","Langoned",56100,"Kêriadenn","Minez Morvan",21/04/2007,60612
,"Miniou","Langoned",56100,"Kêriadenn","Minioù",21/04/2007,80543
,"Park Alix","Langoned",56100,"Kêriadenn","Park Aliz",21/04/2007,80649
,"Saint-Brendan","Langoned",56100,"Kêriadenn","Sant Driadan",21/04/2007,80656
,"Stang Yann","Langoned",56100,"Kêriadenn","Stank Yann",21/04/2007,80648
,"Ty Lann","Langoned",56100,"Kêriadenn","Ti Lann",21/04/2007,80540
"Le","Drouloué","Langoned",56100,"Kêriadenn","An Drouloue",21/04/2007,80708
"Le","Faud","Langoned",56100,"Kêriadenn","Ar Faoud",21/04/2007,80697
"Le","Gorzic","Langoned",56100,"Kêriadenn","Ar Gorzig",21/04/2007,80695
"Grand","Borin","Langoned",56100,"Kêriadenn","Borien Vras",21/04/2007,80701
"Petit","Borin","Langoned",56100,"Kêriadenn","Borien Vihan",21/04/2007,80702
"Le","Trevoux d'en bas","Langoned",56100,"Kêriadenn","An Treoù d'an Diaz",21/04/2007,80528
"Le","Trevoux d'en Haut","Langoned",56100,"Kêriadenn","An Treoù d'an Nec'h",21/04/2007,80526
"Moulin de","Kerantonze","Langoned",56100,"Kêriadenn","Melin Kerantoñs",21/04/2007,80765
"Moulin de","Gourvinec","Sant-Nolf",56231,"Kêriadenn","Melin Gourvineg",18/04/2007,89232
"Etang de","Gourvinec","Sant-Nolf",56231,"Dour","Lenn Gourvineg",18/04/2007,89180
,"Gourvinec","Sant-Nolf",56231,"Kêriadenn","Gourvineg",18/04/2007,80217
"Rue","Menez Poaz","Douarnenez",29046,"Hent","Straed Menez Poazh",20/03/2007,88038
,"Kermélo","An Arvor",56107,"Kêriadenn","Kermeloù",16/03/2007,87116
"Port de","Kernével","An Arvor",56107,"Porzh(-mor)","Porzh Kernevel",16/03/2007,87115
,"Kerhoas","An Arvor",56107,"Kêriadenn","Kerwaz",16/03/2007,84919
,"Saint-Thurien","An Arvor",56107,"Karter","Sant Turian",16/03/2007,87112
,"Quélisoy","An Arvor",56107,"Karter","Kelisoe",16/03/2007,87113
"Clinique","Saint-Vincent","An Arvor",56107,"Monumant","Klinikenn Sant Visant",16/03/2007,87114
"Le","Guernic","Pleskob",56158,"Kêriadenn","Ar Wernig",15/03/2007,87563
,"Barazer","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant ar Barazher",15/03/2007,86870
,"Beg Lem","Tredraezh-Lokemo",22349,"Kêriadenn","Beg Lemm",15/03/2007,86923
,"Cabon","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant ar C'habon",15/03/2007,86872
,"Chemin de la Greve","Tredraezh-Lokemo",22349,"Kêriadenn","Hent an Aod",15/03/2007,86926
,"Coat Trédrez","Tredraezh-Lokemo",22349,"Kêriadenn","Koad Tredraezh",15/03/2007,86874
,"Convenant Gal Kerbiriou","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant ar Gall",15/03/2007,87019
,"Convenant Isaac","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant Izaag",15/03/2007,86875
,"Convenant Tanguy","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant Tangi",15/03/2007,86876
,"Cost y Gouard","Tredraezh-Lokemo",22349,"Diseurt","Kozh Ti Gward",15/03/2007,86877
,"Croas an Bodec","Tredraezh-Lokemo",22349,"Monumant","Kroaz ar Bodeg",15/03/2007,87018
,"Croas an Hery","Tredraezh-Lokemo",22349,"Monumant","Kroaz an Herri",15/03/2007,87013
,"Croas Birio","Tredraezh-Lokemo",22349,"Monumant","Kroaz Kerbiriou",15/03/2007,87016
,"Darlaskenn Vraz","Tredraezh-Lokemo",22349,"Karreg","An Darlaskenn Vras",15/03/2007,86940
,"Garrec Frailhet","Tredraezh-Lokemo",22349,"Hent","Ar Garreg Frailhet",15/03/2007,86928
,"Goas Sallec","Tredraezh-Lokemo",22349,"Kêriadenn","Ar Wazh Haleg",15/03/2007,86878
,"Kerarhant","Tredraezh-Lokemo",22349,"Kêriadenn","Kerarc'hant",15/03/2007,87012
,"Kerautret","Tredraezh-Lokemo",22349,"Kêriadenn","Keraotred",15/03/2007,86881
,"Keravilin","Tredraezh-Lokemo",22349,"Kêriadenn","Keravilin",15/03/2007,86880
,"Kerbabu","Tredraezh-Lokemo",22349,"Kêriadenn","Kerbabu",15/03/2007,86882
,"Kerbiriou","Tredraezh-Lokemo",22349,"Kêriadenn","Kerbiriou",15/03/2007,86883
,"Kerbrigent","Tredraezh-Lokemo",22349,"Kêriadenn","Kerbrijant",15/03/2007,86884
,"Kerdépot","Tredraezh-Lokemo",22349,"Kêriadenn","Kerdepod",15/03/2007,86886
,"Kerello","Tredraezh-Lokemo",22349,"Kêriadenn","Kerello",15/03/2007,86887
,"Kerespertz","Tredraezh-Lokemo",22349,"Kêriadenn","Keresperz",15/03/2007,86888
,"Kergren","Tredraezh-Lokemo",22349,"Kêriadenn","Kergrenn",15/03/2007,86889
,"Kerham Izellan","Tredraezh-Lokemo",22349,"Kêriadenn","Kerc'hamm Izelañ",15/03/2007,86891
,"Kerhuic","Tredraezh-Lokemo",22349,"Kêriadenn","Kerhuig",15/03/2007,86925
,"Kernénec","Tredraezh-Lokemo",22349,"Kêriadenn","Kerneneg",15/03/2007,86899
,"Kernévez","Tredraezh-Lokemo",22349,"Kêriadenn","Kernevez",15/03/2007,86892
,"Kerouguel","Tredraezh-Lokemo",22349,"Kêriadenn","Kerougel",15/03/2007,86893
,"Kersalic Bihan","Tredraezh-Lokemo",22349,"Kêriadenn","Kersalig Vihan",15/03/2007,86894
,"Kersouflen","Tredraezh-Lokemo",22349,"Kêriadenn","Kersouflen",15/03/2007,86895
,"Kervan","Tredraezh-Lokemo",22349,"Kêriadenn","Kerwan",15/03/2007,86897
,"Kervann Braz","Tredraezh-Lokemo",22349,"Kêriadenn","Kerwan Vras",15/03/2007,86898
,"Kervourdon","Tredraezh-Lokemo",22349,"Kêriadenn","Kervourdon",15/03/2007,86900
,"Kigner","Tredraezh-Lokemo",22349,"Kêriadenn","Kinier",15/03/2007,86911
,"Kigner Bell","Tredraezh-Lokemo",22349,"Karreg","Kinier Bell",15/03/2007,86938
,"Komanant Boustouler","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant Boustouler",15/03/2007,87126
,"Komanant Morvan","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant Morvan",15/03/2007,87125
,"Komanant Ru","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant Ru",15/03/2007,87130
,"Krec'h a Venno","Tredraezh-Lokemo",22349,"Kêriadenn","Krec'h ar Veno",15/03/2007,87127
,"Kroaz Jakez Toz","Tredraezh-Lokemo",22349,"Hent","Kroaz Jakez Toz",15/03/2007,87129
,"Lan Saliou","Tredraezh-Lokemo",22349,"Kêriadenn","Lann Salioù",15/03/2007,86901
,"Landebouc'h","Tredraezh-Lokemo",22349,"Kêriadenn","Landebouc'h",15/03/2007,87118
,"Lann Dost","Tredraezh-Lokemo",22349,"Kêriadenn","Lann Dost",15/03/2007,87131
,"Lianver","Tredraezh-Lokemo",22349,"Kêriadenn","Lianver",15/03/2007,86902
,"Manatis","Tredraezh-Lokemo",22349,"Kêriadenn","Manac'hti",15/03/2007,86903
,"Milin Arvel","Tredraezh-Lokemo",22349,"Kêriadenn","Milin Avel",15/03/2007,86930
,"Park Meinglé","Tredraezh-Lokemo",22349,"Kêriadenn","Park Mengleuz",15/03/2007,86905
,"Pen an Espic","Tredraezh-Lokemo",22349,"Kêriadenn","Pennespig",15/03/2007,86906
,"Pen ar Min","Tredraezh-Lokemo",22349,"Kêriadenn","Penn ar Min",15/03/2007,86907
,"Pen ar Roz","Tredraezh-Lokemo",22349,"Kêriadenn","Penn ar Roz",15/03/2007,86908
,"Pennagêr","Tredraezh-Lokemo",22349,"Kêriadenn","Pennagêr",15/03/2007,87117
,"Poncho Meign","Tredraezh-Lokemo",22349,"Kêriadenn","Ponchoù Mein",15/03/2007,86932
,"Porz ar C'hoat Huellan","Tredraezh-Lokemo",22349,"Kêriadenn","Porzh ar C'hoad Uhelañ",15/03/2007,86909
,"Porz ar C'hoat Izellan","Tredraezh-Lokemo",22349,"Kêriadenn","Porzh ar C'hoad Izelañ",15/03/2007,86910
,"Poull ar C'hamm","Tredraezh-Lokemo",22349,"Kêriadenn","Poull ar C'hamm",15/03/2007,87134
,"Rigourhant","Tredraezh-Lokemo",22349,"Kêriadenn","Rigourc'hant",15/03/2007,86913
,"Roscoualc'h","Tredraezh-Lokemo",22349,"Diseurt","Roskoualc'h",15/03/2007,86939
,"Rosmeur","Tredraezh-Lokemo",22349,"Kêriadenn","Rosmeur",15/03/2007,86914
,"Ru an Spernen","Tredraezh-Lokemo",22349,"Kêriadenn","Run ar Spern",15/03/2007,86915
,"Salliou Jacques","Tredraezh-Lokemo",22349,"Kêriadenn","Salioù Jakez",15/03/2007,86916
,"Tossen ar Lann","Tredraezh-Lokemo",22349,"Kêriadenn","Tosenn al Lann",15/03/2007,86917
,"Toul an Lan","Tredraezh-Lokemo",22349,"Kêriadenn","Toull al Lann",15/03/2007,86918
,"Toul ar Voas","Tredraezh-Lokemo",22349,"Kêriadenn","Toull ar Wazh",15/03/2007,86920
,"Toull an Drask","Tredraezh-Lokemo",22349,"Kêriadenn","Toull an Drask",15/03/2007,86919
,"Toull Bili","Tredraezh-Lokemo",22349,"Karreg","Toull Bili",15/03/2007,86934
"An","Dreuzec","Tredraezh-Lokemo",22349,"Karreg","An Dreuzeg",15/03/2007,86936
"La","Montagne","Tredraezh-Lokemo",22349,"Kêriadenn","Ar Moñtagn",15/03/2007,86931
"Le","Baron","Tredraezh-Lokemo",22349,"Kêriadenn","Komanant ar Baron",15/03/2007,86871
"Le","Rest","Tredraezh-Lokemo",22349,"Kêriadenn","Ar Rest",15/03/2007,86912
"Le","Roudour","Tredraezh-Lokemo",22349,"Kêriadenn","Ar Roudour",15/03/2007,86933
"Rocher de","Kervic","Tredraezh-Lokemo",22349,"Karreg","Kraveier Kerhuig",15/03/2007,86937
"Ruisseau de","Coat Trédrez","Tredraezh-Lokemo",22349,"Dour","Rinier Koad Tredraezh",15/03/2007,86935
,"Traou ar Waz","Tredraezh-Lokemo",22349,"Kêriadenn","Traou ar Wazh",15/03/2007,86921
,"Traou Bigod","Tredraezh-Lokemo",22349,"Dour","Traou Bigod",15/03/2007,87014
"Château de","Kerhuic","Tredraezh-Lokemo",22349,"Monumant","Kastell Kerhuig",15/03/2007,86924
"Hent-dall","Park Noz","Tredraezh-Lokemo",22349,"Hent","Park Noz",15/03/2007,87152
"Fontaine de","Kervorgant","Tredraezh-Lokemo",22349,"Monumant","Feunteun Gervorgan",15/03/2007,87015
"Fontaine du","Ouas","Tredraezh-Lokemo",22349,"Dour","Feunteun ar Wazh",15/03/2007,87017
"Hent","Run ar Groas","Tredraezh-Lokemo",22349,"Hent","Run ar Groaz",15/03/2007,87137
"Fontaine de","Saint-Quémeau","Tredraezh-Lokemo",22349,"Monumant","Feunteun Sant Kemo",15/03/2007,87128
"Hent","Poull Neuio","Tredraezh-Lokemo",22349,"Hent","Poull Neuio",15/03/2007,87136
,"Feunteun Sant Erwan","Tredraezh-Lokemo",22349,"Monumant","Feunteun Sant Erwan",15/03/2007,87122
,"Feunteun ar Werc'hez","Tredraezh-Lokemo",22349,"Monumant","Feunteun ar Werc'hez",15/03/2007,87121
,"Feunteun Kerdepod","Tredraezh-Lokemo",22349,"Monumant","Feunteun Kerdepod",15/03/2007,87132
"Fontaine de","St-Quiriou","Tredraezh-Lokemo",22349,"Monumant","Feunteun Sant Kirio",15/03/2007,87026
"Hent","Run ar Mor","Tredraezh-Lokemo",22349,"Hent","Run ar Mor",15/03/2007,87144
"Château de","Coat Trédrez","Tredraezh-Lokemo",22349,"Monumant","Kastell Koad Tredraezh",15/03/2007,1416
"Pointe du","Dourven","Tredraezh-Lokemo",22349,"Beg","An Dourven",15/03/2007,5009
,"Kermaria","Lannuon",22113,"Karter","Kervaria",13/03/2007,87154
,"Stang ar Béo","Lannuon",22113,"Kêriadenn","Stank ar Beo",12/03/2007,67410
,"Kerguerven","Tredraezh-Lokemo",22349,"Kêriadenn","Kergerwenn",08/03/2007,86890
"Les","Quatre Chemins","Tredraezh-Lokemo",22349,"Kêriadenn","Poulloupri",08/03/2007,86873
,"Kerbeurnès","Kloar-Karnoed",29031,"Kêriadenn","Kerberenez",05/03/2007,11940
,"Kerandoze (Doëlan)","Kloar-Karnoed",29031,"Kêriadenn","Kerandoz",05/03/2007,11941
,"Buzit Bihan","Kloar-Karnoed",29031,"Kêriadenn","Buzid Bihan",05/03/2007,86515
"Croix de","Kerharo","Kloar-Karnoed",29031,"Monumant","Kroez Kerc'haro",05/03/2007,3845
,"Kerharo","Kloar-Karnoed",29031,"Kêriadenn","Kerc'haro",05/03/2007,86568
,"Kerjanin","Kloar-Karnoed",29031,"Kêriadenn","Keryanin",05/03/2007,11951
,"Kerjoseph","Kloar-Karnoed",29031,"Kêriadenn","Kerjozef",05/03/2007,86571
,"Kermazuel","Kloar-Karnoed",29031,"Kêriadenn","Kermazuel",05/03/2007,86578
,"Kerquilven","Kloar-Karnoed",29031,"Kêriadenn","Kerchilven",05/03/2007,11982
,"Lonj Podao","Kloar-Karnoed",29031,"Kêriadenn","Loñj Podoù",05/03/2007,86610
,"Meshir","Kloar-Karnoed",29031,"Kêriadenn","Meshir",05/03/2007,86612
,"Porscleie","Kloar-Karnoed",29031,"Kêriadenn","Porskleig",05/03/2007,86634
,"Saint-Julien","Kloar-Karnoed",29031,"Kêriadenn","Sant Julien",05/03/2007,86654
,"Saint-Maurice","Kloar-Karnoed",29031,"Kêriadenn","Sant-Voris",05/03/2007,86656
"La","Grenouillère","Kloar-Karnoed",29031,"Kêriadenn","La Grenouillère - Poull ar Raned",05/03/2007,86691
"Le","Gallerc'h","Kloar-Karnoed",29031,"Kêriadenn","Ar Gallearc'h",05/03/2007,86534
,"Kerantroadec","Kloar-Karnoed",29031,"Kêriadenn","Kerantroadeg",05/03/2007,11956
,"Kerandoaré","Kloar-Karnoed",29031,"Kêriadenn","Kerandoare",05/03/2007,11947
,"Kerchéré","Kloar-Karnoed",29031,"Kêriadenn","Kerchere",05/03/2007,11949
,"Kerantallec","Kloar-Karnoed",29031,"Kêriadenn","Kerantaleg",05/03/2007,11954
,"Keradam","Kloar-Karnoed",29031,"Kêriadenn","Keradam",05/03/2007,11955
,"Keruster","Kloar-Karnoed",29031,"Kêriadenn","Keruster",05/03/2007,11979
,"Kergréven","Kloar-Karnoed",29031,"Kêriadenn","Kergreven",05/03/2007,11980
,"Kerlou","Kloar-Karnoed",29031,"Kêriadenn","Kerlou",05/03/2007,11981
,"Kergadiec","Kloar-Karnoed",29031,"Kêriadenn","Kergadieg",05/03/2007,11983
,"Kernoal","Kloar-Karnoed",29031,"Kêriadenn","Kernoal",05/03/2007,11984
,"Kerbonalen","Kloar-Karnoed",29031,"Kêriadenn","Kerbonalenn",05/03/2007,11986
,"Quéon","Kloar-Karnoed",29031,"Kêriadenn","Keon",05/03/2007,11987
,"Manéric","Kloar-Karnoed",29031,"Kêriadenn","Manerig",05/03/2007,11988
,"Roziou","Kloar-Karnoed",29031,"Kêriadenn","Rozioù",05/03/2007,11989
,"Kernenes","Kloar-Karnoed",29031,"Kêriadenn","Kernenez",05/03/2007,11990
,"Rostel","Kloar-Karnoed",29031,"Kêriadenn","Ar Rostel",05/03/2007,11966
,"Pencleu","Kloar-Karnoed",29031,"Kêriadenn","Penkleuz",05/03/2007,11967
,"Quelvez","Kloar-Karnoed",29031,"Kêriadenn","Kelvez",05/03/2007,11968
,"Kerguissal","Kloar-Karnoed",29031,"Kêriadenn","Kergisall",05/03/2007,11969
,"Keroulic","Kloar-Karnoed",29031,"Kêriadenn","Keroulig",05/03/2007,11970
,"Kergant","Kloar-Karnoed",29031,"Kêriadenn","Kergant",05/03/2007,11976
,"Kerviglous","Kloar-Karnoed",29031,"Kêriadenn","Kerviglouz",05/03/2007,11935
"Le","Héder","Kloar-Karnoed",29031,"Kêriadenn","Heder",05/03/2007,11957
,"Kervennec","Kloar-Karnoed",29031,"Kêriadenn","Kervenneg",05/03/2007,11959
"Le Grand","Léty","Kloar-Karnoed",29031,"Kêriadenn","Leti Vras",05/03/2007,11960
,"Locouic","Kloar-Karnoed",29031,"Kêriadenn","Lokouig",05/03/2007,11961
,"Kervéo","Kloar-Karnoed",29031,"Kêriadenn","Kerveo",05/03/2007,11962
,"Kerdoalen","Kloar-Karnoed",29031,"Kêriadenn","Kerdoalen",05/03/2007,11963
,"Kernic","Kloar-Karnoed",29031,"Kêriadenn","Kernig",05/03/2007,11965
,"Croaz ar Gall","Kloar-Karnoed",29031,"Kêriadenn","Kroaz ar Gall",05/03/2007,11933
,"Kerollichon","Kloar-Karnoed",29031,"Kêriadenn","Kerolichon",05/03/2007,11938
,"Rozellec","Kloar-Karnoed",29031,"Kêriadenn","Rozeleg",05/03/2007,11939
,"Kerguel","Kloar-Karnoed",29031,"Kêriadenn","Kergell",05/03/2007,11929
,"Kerluron","Kloar-Karnoed",29031,"Kêriadenn","Kerluron",05/03/2007,11924
,"Kercousquet","Kloar-Karnoed",29031,"Kêriadenn","Kerc'housked",05/03/2007,11926
,"Rozembellec","Kloar-Karnoed",29031,"Kêriadenn","Rozambeleg",05/03/2007,11928
,"Kerbisquet","Kloar-Karnoed",29031,"Kêriadenn","Kerbisket",05/03/2007,11931
,"Kerguivarrec","Kloar-Karnoed",29031,"Kêriadenn","Kegivareg",05/03/2007,75565
,"Beg an Tour","Kloar-Karnoed",29031,"Beg","Beg an Tour",05/03/2007,86507
,"Beg ar Lann (Doelan)","Kloar-Karnoed",29031,"Kêriadenn","Beg ar Lann",05/03/2007,86508
,"Gouelennou","Kloar-Karnoed",29031,"Kêriadenn","Gouelennoù",05/03/2007,86536
"Le","Granec","Kloar-Karnoed",29031,"Kêriadenn","Ar Granneg",05/03/2007,86539
,"Grazellou","Kloar-Karnoed",29031,"Kêriadenn","Ar Grazelloù",05/03/2007,86541
,"Guerneguy","Kloar-Karnoed",29031,"Kêriadenn","Gwernegi",05/03/2007,86544
,"Halbars","Kloar-Karnoed",29031,"Kêriadenn","Halbarzh",05/03/2007,86545
"L'","Île","Kloar-Karnoed",29031,"Kêriadenn","An Enez",05/03/2007,86547
,"Kerangoff","Kloar-Karnoed",29031,"Kêriadenn","Kerangov",05/03/2007,86549
"Croix de","Keranquernat","Kloar-Karnoed",29031,"Monumant","Kroez Kerchernad",05/03/2007,86552
,"Keraudren","Kloar-Karnoed",29031,"Kêriadenn","Keraodren",05/03/2007,86553
,"Kercadoret","Kloar-Karnoed",29031,"Kêriadenn","Kerkadored",05/03/2007,86554
,"Kerdraval","Kloar-Karnoed",29031,"Kêriadenn","Kerdraval",05/03/2007,86557
,"Kerdreiz","Kloar-Karnoed",29031,"Kêriadenn","Kerdreiz",05/03/2007,86558
,"Kergantine","Kloar-Karnoed",29031,"Kêriadenn","Kergantin",05/03/2007,86560
,"Kergariou-Doëlan","Kloar-Karnoed",29031,"Kêriadenn","Kergariou(-Dolan)",05/03/2007,86562
,"Kergastel","Kloar-Karnoed",29031,"Kêriadenn","Kergastel",05/03/2007,86563
,"Kergueguen Le Bois","Kloar-Karnoed",29031,"Kêriadenn","Kergwegen (ar C'hoad)",05/03/2007,86565
,"Kergueguen Le Bourg","Kloar-Karnoed",29031,"Kêriadenn","Kergwegen (ar Vourc'h)",05/03/2007,86566
,"Kerguilan","Kloar-Karnoed",29031,"Kêriadenn","Kergilan",05/03/2007,86567
,"Kerjulien","Kloar-Karnoed",29031,"Kêriadenn","Kerjulien",05/03/2007,86572
,"Kerloas","Kloar-Karnoed",29031,"Kêriadenn","Kerloaz",05/03/2007,86576
,"Kermerien","Kloar-Karnoed",29031,"Kêriadenn","Kerverien",05/03/2007,86579
,"Kermeur","Kloar-Karnoed",29031,"Kêriadenn","Kermeur",05/03/2007,86580
,"Kerrien","Kloar-Karnoed",29031,"Kêriadenn","Kerrien",05/03/2007,86585
,"Kerrine","Kloar-Karnoed",29031,"Kêriadenn","Kerrin",05/03/2007,86586
,"Kerroué","Kloar-Karnoed",29031,"Kêriadenn","Ar Gerroue",05/03/2007,86587
,"Kerrune","Kloar-Karnoed",29031,"Kêriadenn","Kerrun",05/03/2007,86588
,"Kersaliou","Kloar-Karnoed",29031,"Kêriadenn","Kersaliou",05/03/2007,86589
,"Kersalut","Kloar-Karnoed",29031,"Kêriadenn","Kersalud",05/03/2007,86590
,"Kersimon","Kloar-Karnoed",29031,"Kêriadenn","Kersimon",05/03/2007,86591
,"Kervec","Kloar-Karnoed",29031,"Kêriadenn","Kerveg",05/03/2007,86592
,"Kervelan","Kloar-Karnoed",29031,"Kêriadenn","Kervelan",05/03/2007,86593
,"Kervénou (Doëlan)","Kloar-Karnoed",29031,"Kêriadenn","Kervennou(-Dolan)",05/03/2007,86594
,"Lanmeur","Kloar-Karnoed",29031,"Kêriadenn","Lanmeur",05/03/2007,86604
,"Lann Kerdec","Kloar-Karnoed",29031,"Kêriadenn","Lann Gerdeg",05/03/2007,86605
"Le Petit","Léty","Kloar-Karnoed",29031,"Kêriadenn","Leti Vihan",05/03/2007,86608
,"Pennalé","Kloar-Karnoed",29031,"Kêriadenn","Penn Alez",05/03/2007,86616
,"Penhars","Kloar-Karnoed",29031,"Kêriadenn","Penc'harzh",05/03/2007,86618
"Petit","Penhars","Kloar-Karnoed",29031,"Kêriadenn","Penc'harzh Vihan",05/03/2007,86619
,"Penliorzou","Kloar-Karnoed",29031,"Kêriadenn","Penliorzhoù",05/03/2007,86620
,"Penn Lann","Kloar-Karnoed",29031,"Kêriadenn","Penlann",05/03/2007,86621
,"Pont Doëlan","Kloar-Karnoed",29031,"Kêriadenn","Pont Dolan",05/03/2007,86628
,"Porsac'h","Kloar-Karnoed",29031,"Kêriadenn","Porsac'h",05/03/2007,86632
,"Porsguern","Kloar-Karnoed",29031,"Kêriadenn","Porsgwern",05/03/2007,86635
"Moulin du","Quinquis","Kloar-Karnoed",29031,"Monumant","Milin Kenkiz",05/03/2007,86647
"Le","Quinquis","Kloar-Karnoed",29031,"Kêriadenn","Kenkiz",05/03/2007,86648
,"Rendez-Vous des Chasseurs","Kloar-Karnoed",29031,"Kêriadenn","Toull Kailh",05/03/2007,86651
,"Saint-Germain","Kloar-Karnoed",29031,"Kêriadenn","Sant Jermen",05/03/2007,86652
,"Saint-Maudet","Kloar-Karnoed",29031,"Kêriadenn","Sant-Vaodez",05/03/2007,86655
,"Saint-Yves","Kloar-Karnoed",29031,"Kêriadenn","Sant If",05/03/2007,86657
,"Stang Vras","Kloar-Karnoed",29031,"Kêriadenn","Stank Vras",05/03/2007,86659
,"Tromaro","Kloar-Karnoed",29031,"Kêriadenn","Tromaro",05/03/2007,86660
,"Ty Milin","Kloar-Karnoed",29031,"Kêriadenn","Ti Milin",05/03/2007,86662
,"Ty Quelen","Kloar-Karnoed",29031,"Kêriadenn","Ti Kelenn",05/03/2007,86663
"La","Villeneuve","Kloar-Karnoed",29031,"Kêriadenn","Ar Gernevez",05/03/2007,86664
"Digue","Stêr Fankec","Kloar-Karnoed",29031,"Monumant","Dig Stêr Fankek",05/03/2007,86666
"Anse de","Stervilin","Kloar-Karnoed",29031,"Dour","Stêrvilin",05/03/2007,86668
"Petit","Saint-Mady","Kloar-Karnoed",29031,"Kêriadenn","Sant Vadi Vihan",05/03/2007,86674
,"Stang Vihan","Kloar-Karnoed",29031,"Kêriadenn","Stank Vihan",05/03/2007,86682
"Anse de","Kersimon","Kloar-Karnoed",29031,"Dour","Porzh Kersimon",05/03/2007,86690
,"Kerbruyères","Kloar-Karnoed",29031,"Kêriadenn","Kerbruyères / Kervrug",05/03/2007,86694
"Lande de","Kernou","Kloar-Karnoed",29031,"Kêriadenn","Lann Gernoù",05/03/2007,86695
,"Kerliezec","Kloar-Karnoed",29031,"Kêriadenn","Kerliezeg",05/03/2007,86697
,"Kerouant","Kloar-Karnoed",29031,"Kêriadenn","Kerouant",05/03/2007,86584
"le","Kerrou","Kloar-Karnoed",29031,"Kêriadenn","Kerherou",05/03/2007,3027
"Rond-point du","Frugy","Kemper",29232,"Hent","Kroashent-tro ar Fruji",01/03/2007,125579
,"Corroac'h","Kombrid",29037,"Kêriadenn","Koroarc'h",27/02/2007,13135
"Ruisseau du","Corroac'h","Pluguen",29216,"Dour","Gwazh Koroarc'h",27/02/2007,87110
"Chapelle","Sainte Marguerite","Koloreg",29036,"Monumant","Chapel Santez Marc'harid",27/02/2007,87111
,"Lan Carré","Plistin",22194,"Diseurt","Lankare",23/02/2007,87105
,"Kerjean Izellan","Ploulec'h",22224,"Kêriadenn","Keryann Izelañ",23/02/2007,87099
,"Kerjean Huellan","Ploulec'h",22224,"Kêriadenn","Keryann Uhelañ",23/02/2007,87100
,"Kroas an Haye","Plistin",22194,"Diseurt","Kroaz an Hae",23/02/2007,87106
,"Toul er Bic","Pleñver",56161,"Kêriadenn","Toull ar Big",22/02/2007,87028
,"Kerarno","Sant-Filiberzh",56233,"Kêriadenn","Kerarnoù",22/02/2007,87027
,"Vache Enragée / Kerperdrix","Sant-Armael",56205,"Kêriadenn","La Vache Enragée / Kerberderi",21/02/2007,87009
,"Gragouhé","Surzhur",56248,"Kêriadenn","Gragouhe",21/02/2007,87010
,"Pont er Moh","Pondi",56178,"Monumant","Pont ar Moc'h",21/02/2007,90806
,"Norbrat","Meukon",56132,"Kêriadenn","Norbrad",19/02/2007,86998
,"Kerfontaine","Hezoù",56084,"Kêriadenn","Kerfeten",16/02/2007,87001
,"Lezuis","Hezoù",56084,"Kêriadenn","Lezuiz",16/02/2007,87000
,"Kermarch","Hezoù",56084,"Kêriadenn","Kermarc'h",16/02/2007,86999
,"Lann Vrihan","Hezoù",56084,"Kêriadenn","Lann Vrihan",16/02/2007,87002
,"Lumunoc'h","Brieg",29020,"Kêriadenn","Lumunoc'h",08/02/2007,86503
,"Lannechuen","Brieg",29020,"Kêriadenn","Lannec'hwen",08/02/2007,13099
,"An Alez Vras","Purid",29159,"Hent","An Alez Vras",05/02/2007,86818
,"An Allee Vian Kerdeac'h","Purid",29159,"Kêriadenn","An Alez Vihan Kerderc'h",05/02/2007,82138
,"An Hent Glas","Purid",29159,"Hent","An Hent Glas",05/02/2007,86814
,"An Hent Gwenn","Purid",29159,"Hent","An Hent Gwenn",05/02/2007,86817
,"An Triskell","Purid",29159,"Kêriadenn","An Triskell",05/02/2007,82154
,"Ar Gorre","Purid",29159,"Rann (eus ar gumun)","Ar Gorre",05/02/2007,86807
,"Ar Hoat","Purid",29159,"Kêriadenn","Ar C'hoad",05/02/2007,82139
,"Ar Stankoù","Purid",29159,"Kêriadenn","Ar Stankoù",05/02/2007,86815
